Id,Role,Role_M,Name,Squad,Price,Age,Mate,Regularness,MyRating,FVM,Pg24_25,Mv24_25,Mf24_25,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,FVM24_25,FVM23_24,FVM22_23,FVM21_22,FVM20_21,FVM19_20,FVM18_19,ExpectedMf
4887,D,E,Bellanova,Atalanta,6,25,,,4.1,11,35.0,6.04,6.26,36.0,6.14,6.35,11.0,6.0,6.0,31.0,5.82,5.9,0.0,0.0,0.0,1.0,6.0,6.0,45.0,65.0,2.0,0.0,,0.0,,6.39
4461,D,B;Dd;E,Zappa,Cagliari,6,25,,,3.5,8,36.0,5.75,5.86,37.0,5.8,5.91,,,,21.0,5.74,5.64,31.0,5.85,5.94,,,,10.0,21.0,,0.0,0.0,,,6.08
7014,D,Dd;Dc,Smolcic I.,Como,6,23,,,3.6,12,8.0,5.81,5.75,,,,,,,,,,,,,,,,,,,,,,,6.13
6013,D,Dd;Ds;E,Barbieri,Cremonese,6,23,,,3.5,10,,,,,,,2.0,6.0,6.0,,,,,,,,,,,,1.0,,,,,6.11
4378,D,Ds;Dc,Ranieri L.,Fiorentina,6,26,,,3.6,10,36.0,5.92,5.96,25.0,5.86,5.88,8.0,6.25,6.19,27.0,5.7,5.65,,,,3.0,5.5,5.17,15.0,23.0,1.0,0.0,,,,6.14
5449,D,E,Parisi,Fiorentina,6,24,,,4.1,12,20.0,6.0,6.22,21.0,5.69,5.64,33.0,6.14,6.14,23.0,5.91,5.85,,,,,,,20.0,18.0,27.0,0.0,,,,6.39
5739,D,Dd;Dc,De Winter,Milan,6,23,,,3.7,10,24.0,5.85,6.1,29.0,5.84,5.74,13.0,5.73,5.62,0.0,0.0,0.0,,,,,,,8.0,15.0,8.0,0.0,,,,6.19
6039,D,B;Ds;E,Cabal,Juventus,6,24,,,3.7,9,6.0,6.33,6.25,19.0,5.82,5.66,9.0,5.89,5.72,,,,,,,,,,15.0,10.0,2.0,,,,,6.17
7175,D,E,Joao Mario,Bologna,6,25,,,4.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.44
5620,D,Ds;E,Tavares N.,Lazio,6,25,,,4.1,18,23.0,6.28,6.5,,,,,,,,,,,,,,,,10.0,,,,,,,6.37
5527,D,Dd;E,Zanoli,Udinese,6,25,,,3.6,12,27.0,5.91,5.96,18.0,5.83,5.75,20.0,6.0,6.32,6.0,5.92,5.75,,,,,,,9.0,15.0,20.0,0.0,,,,6.16
2273,D,Dc,Caracciolo A.,Pisa,6,30,,,3.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
5010,D,Dc,Ismajli,Torino,6,28,,,3.7,14,29.0,6.17,6.12,25.0,5.72,5.68,25.0,6.0,5.86,17.0,5.5,5.06,16.0,5.78,5.94,,,,9.0,16.0,9.0,0.0,0.0,,,6.19
5555,D,Ds;E,Kamara H.,Udinese,6,31,,,3.7,15,30.0,5.93,6.03,31.0,6.06,6.1,,,,,,,,,,,,,13.0,26.0,,,,,,6.2
5532,D,Ds;E,Bradaric,Verona,6,25,,,3.5,11,27.0,5.72,5.72,34.0,5.72,5.74,30.0,5.75,5.77,,,,,,,,,,8.0,21.0,17.0,,,,,6.08
7240,D,Dc,Siebert,Lecce,6,23,,,3.7,14,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
7352,D,Dc,Edmundsson,Verona,6,23,,,3.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
7125,D,Ds;E,Idrissi R.,Cagliari,5,20,,,3.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
6230,D,Dc,Dossena,Cagliari,5,27,,,3.4,8,23.0,5.8,5.85,35.0,5.84,5.94,,,,,,,,,,,,,14.0,25.0,,,,,,6.05
6896,D,Dd;E,Van Der Brempt,Como,5,24,,,3.5,8,18.0,5.94,5.92,,,,,,,,,,,,,,,,8.0,,,,,,,6.11
7131,D,Dd;E,Floriani Mussolini,Cremonese,5,22,,,3.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
5603,D,Dc,Pongracic,Fiorentina,5,28,,,3.4,12,17.0,5.85,5.65,36.0,5.94,5.81,9.0,6.0,5.89,,,,,,,,,,20.0,23.0,3.0,,,,,6.03
513,D,Dc,Acerbi,Inter,5,37,,,3.6,10,21.0,6.07,6.12,29.0,6.17,6.5,31.0,6.0,5.97,29.0,5.95,6.31,32.0,6.05,5.94,36.0,6.26,6.43,28.0,90.0,22.0,0.0,0.0,0.0,0.0,6.15
5831,D,Dc,Gatti,Juventus,5,27,,,3.6,8,28.0,6.14,6.21,32.0,5.97,6.11,16.0,5.94,5.81,,,,,,,,,,16.0,52.0,16.0,,,,,6.16
2728,D,Ds;E,Pellegrini Lu.,Lazio,5,26,,,3.7,9,19.0,6.08,6.11,17.0,5.79,5.76,3.0,6.17,5.83,17.0,6.09,5.97,11.0,5.59,5.41,24.0,6.04,6.04,6.0,12.0,7.0,0.0,0.0,0.0,0.0,6.17
6990,D,Dd;E,Veiga D.,Lecce,5,23,,,3.6,13,11.0,5.73,5.73,,,,,,,,,,,,,,,,,,,,,,,6.14
4401,D,Dc,Gabbia,Milan,5,25,,,3.7,14,25.0,6.04,6.2,17.0,6.06,6.26,9.0,5.5,5.39,7.0,5.57,5.36,6.0,6.0,5.83,9.0,5.83,5.78,9.0,18.0,2.0,0.0,0.0,0.0,,6.21
5840,D,Ds;E,Olivera,Napoli,5,28,,,3.7,14,30.0,6.08,6.05,22.0,5.82,5.89,24.0,6.02,6.27,,,,,,,,,,18.0,25.0,22.0,,,,,6.2
5307,D,Dc,Valenti,Parma,5,26,,,3.5,10,20.0,5.85,5.85,,,,,,,,,,9.0,5.44,5.44,,,,5.0,,,,0.0,,,6.07
7139,D,Dc,Canestrelli,Pisa,5,25,,,3.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
4374,D,Dd;Dc,Walukiewicz,Sassuolo,5,24,,,3.5,12,28.0,5.73,5.64,27.0,5.76,5.65,9.0,5.89,5.89,6.0,5.67,5.58,19.0,5.5,5.53,14.0,5.64,5.61,6.0,11.0,2.0,0.0,0.0,0.0,,6.07
5820,D,Dc,Bertola,Udinese,5,22,,,3.6,9,,,,,,,0.0,0.0,0.0,1.0,6.5,6.5,,,,,,,,,,0.0,,,,6.13
5994,D,Ds;Dc,Ebosse,Torino,5,26,,,3.6,7,2.0,5.5,5.25,0.0,0.0,0.0,14.0,5.64,5.54,,,,,,,,,,1.0,3.0,1.0,,,,,6.13
697,D,E,Cuadrado,Pisa,5,37,,,4.0,8,20.0,6.08,6.1,10.0,6.05,6.2,30.0,5.85,5.92,32.0,6.3,6.62,29.0,6.31,6.64,33.0,6.05,6.18,9.0,12.0,22.0,0.0,0.0,0.0,0.0,6.32
7018,D,Dc,Nelsson,Verona,5,26,,,3.6,11,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,6.14
7235,D,Dc,Troilo,Parma,5,22,,,3.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
7274,D,Dc,Zè Pedro,Cagliari,5,28,,,3.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
6916,D,B;Ds;E,Ahanor,Atalanta,4,18,,,3.8,10,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,6.22
7068,D,Dc,Vitik,Bologna,4,22,,,3.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
612,D,Dc,Bianchetti,Cremonese,4,33,,,3.5,9,,,,,,,25.0,5.58,5.6,,,,,,,,,,,,7.0,,,,,6.11
7130,D,Dc,Folino,Cremonese,4,22,,,3.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
770,D,Ds;E,Pezzella Giu.,Cremonese,4,27,,,3.6,10,35.0,6.03,6.04,15.0,5.63,5.5,14.0,5.71,5.71,16.0,5.97,6.0,24.0,6.04,6.19,19.0,5.71,5.66,7.0,5.0,5.0,0.0,0.0,0.0,0.0,6.16
6495,D,Dc,Comuzzo,Fiorentina,4,20,,,3.5,11,28.0,5.91,5.93,2.0,6.0,5.75,,,,,,,,,,,,,10.0,1.0,,,,,,6.1
256,D,Ds;Dc,Juan Jesus,Napoli,4,33,,,3.6,10,13.0,5.81,5.81,24.0,5.69,5.67,12.0,6.08,6.25,15.0,6.03,6.07,4.0,5.75,5.75,3.0,5.0,4.67,6.0,20.0,8.0,0.0,0.0,0.0,0.0,6.13
5481,D,Dd;Ds;E,Mazzocchi,Napoli,4,30,,,3.6,7,10.0,5.7,5.65,25.0,5.68,5.64,27.0,6.17,6.46,32.0,5.84,5.83,,,,,,,12.0,20.0,28.0,0.0,,,,6.14
5851,D,Ds;E,Doig,Sassuolo,4,23,,,3.5,10,,,,28.0,5.82,5.77,21.0,6.07,6.52,,,,,,,,,,,23.0,24.0,,,,,6.11
4385,D,Dd;E,Lazaro,Torino,4,29,,,3.7,11,31.0,5.98,6.08,30.0,6.02,6.07,20.0,6.0,6.05,0.0,0.0,0.0,,,,6.0,5.83,5.83,8.0,24.0,6.0,,,,,6.18
6992,D,B;Dd;E,Oyegoke,Verona,4,22,,,3.5,4,3.0,5.83,5.67,,,,,,,,,,,,,,,,,,,,,,,6.06
7212,D,Ds;Dc,Heggem,Bologna,4,26,,,3.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
7255,D,Dd;Ds;E,Britschgi,Parma,4,19,,,3.3,8,,,,,,,,,,,,,,,,,,,,,,,,,,5.96
7268,D,Ds;Dc,Rodriguez Ju.,Cagliari,4,20,,,3.4,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
6665,D,Dd;Ds;E,Coulibaly W.,Sassuolo,4,26,,,3.5,4,14.0,5.54,5.36,,,,,,,,,,,,,,,,14.0,,,,,,,6.09
487,D,Dd;E,De Silvestri,Bologna,3,37,,,3.6,8,16.0,5.91,6.06,12.0,6.17,6.67,13.0,5.92,5.96,31.0,5.94,6.18,28.0,5.71,5.86,26.0,5.77,5.73,5.0,8.0,2.0,0.0,0.0,0.0,0.0,6.13
791,D,Dd;Ds;E,Sabelli,Genoa,3,34,,,3.5,10,30.0,5.87,5.9,31.0,5.92,5.87,,,,7.0,5.71,5.5,,,,36.0,5.89,5.85,8.0,18.0,,,,0.0,,6.11
322,D,Dc,De Vrij,Inter,3,33,,,3.9,9,22.0,6.18,6.55,22.0,6.27,6.41,25.0,5.94,5.98,28.0,5.8,5.68,32.0,6.22,6.28,34.0,6.29,6.6,18.0,22.0,12.0,0.0,0.0,0.0,0.0,6.27
2525,D,B;Dd;E,Darmian,Inter,3,35,,,3.8,8,26.0,6.08,6.37,32.0,6.14,6.33,27.0,6.06,6.19,23.0,6.13,6.35,23.0,6.2,6.63,32.0,5.92,5.95,21.0,48.0,18.0,0.0,0.0,0.0,,6.24
327,D,Dd;Dc,Patric,Lazio,3,32,,,3.6,10,8.0,5.62,5.88,19.0,6.08,6.29,17.0,6.12,6.09,21.0,5.76,5.71,23.0,5.72,5.59,21.0,5.83,5.74,10.0,20.0,8.0,0.0,0.0,0.0,0.0,6.15
2263,D,Dd;E,Lazzari,Lazio,3,31,,,3.5,9,22.0,5.89,5.86,24.0,5.94,5.9,26.0,6.0,5.77,27.0,5.91,6.3,32.0,6.12,6.34,32.0,6.19,6.16,12.0,24.0,12.0,0.0,0.0,0.0,0.0,6.09
6809,D,Dc,Marianucci,Torino,3,21,,,3.6,8,13.0,5.81,5.73,,,,,,,,,,,,,,,,1.0,,,,,,,6.12
2745,D,B;Dd;E,Calabresi,Pisa,3,29,,,3.6,6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,,,,,0.0,,0.0,6.12
6211,D,Ds;E,Zemura,Udinese,3,25,,,3.6,8,21.0,5.81,6.0,21.0,5.86,5.98,,,,,,,,,,,,,4.0,19.0,,,,,,6.13
6957,D,Dc,Valentini N.,Verona,3,30,,,3.5,8,14.0,5.61,5.43,,,,,,,,,,,,,,,,,,,,,,,6.11
7253,D,Dc,Bella-Kotchap,Verona,3,23,,,3.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
5168,D,Ds;E,Tsimikas,Roma,3,29,,,3.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
7335,D,Dc,Zatterstrom,Genoa,3,19,,,3.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
6149,D,Ds;E,Carboni F.,Parma,3,22,,,3.4,4,5.0,5.9,5.7,0.0,0.0,0.0,2.0,6.25,6.25,,,,,,,,,,4.0,,1.0,,,,,6.01
7353,D,Dc,Pedro Felipe,Sassuolo,3,23,,,3.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,6.04
2653,D,Ds;E,Lykogiannis,Bologna,2,31,,,3.7,10,16.0,6.0,6.16,18.0,5.97,6.36,19.0,5.97,6.21,25.0,5.7,5.78,30.0,5.8,6.1,19.0,5.74,5.68,12.0,12.0,8.0,0.0,0.0,0.0,0.0,6.19
7069,D,E,Fortini,Fiorentina,2,19,,,3.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
6977,D,Dc,Otoa,Genoa,2,20,,,3.6,9,3.0,5.17,4.67,,,,,,,,,,,,,,,,,,,,,,,6.13
294,D,Dc,Rugani,Fiorentina,2,31,,,3.6,10,0.0,0.0,0.0,14.0,6.11,6.46,7.0,6.0,6.0,12.0,5.96,5.88,12.0,5.79,6.04,8.0,5.31,5.19,,14.0,5.0,0.0,0.0,0.0,0.0,6.12
6632,D,Dc,Gaspar K.,Lecce,2,28,,,3.6,10,24.0,6.17,6.15,,,,,,,,,,,,,,,,12.0,,,,,,,6.16
6883,D,Dc,Jean,Lecce,2,24,,,3.2,3,18.0,5.75,5.75,,,,,,,,,,,,,,,,3.0,,,,,,,5.95
5273,D,Ds;E,Estupinan,Milan,2,27,,,3.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
252,D,Ds;E,Biraghi,Torino,2,32,,,3.4,5,21.0,5.83,5.86,28.0,5.96,6.11,32.0,6.05,6.19,37.0,5.96,6.11,35.0,5.91,6.03,23.0,5.98,6.43,30.0,29.0,33.0,0.0,0.0,0.0,0.0,6.04
7011,D,Dc,Slotsager,Verona,2,19,,,3.5,7,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,6.11
7202,D,Dc,Ndiaye,Parma,2,23,,,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
7222,D,Dd;Ds;E,Cham,Verona,2,22,,,3.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.04
7260,D,Dc,Ziolkowski,Roma,2,20,,,3.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
5156,D,Ds;E,Nkounkou,Torino,2,25,,,3.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
7312,D,Ds;E,Arizala,Udinese,2,19,,,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
7326,D,Dd;Dc,Helland,Bologna,2,22,,,3.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2006,D,B;Dd;E,Lirola,Verona,2,28,,,3.6,7,,,,24.0,5.75,6.02,,,,0.0,0.0,0.0,11.0,5.91,5.86,35.0,5.83,5.83,,13.0,,,,0.0,0.0,6.14
7356,D,Dc,Mlacic,Udinese,2,18,,,3.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
7377,D,Ds;E,Balbo,Fiorentina,2,19,,,3.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,5.91
5498,D,Dc,Casale,Bologna,1,27,,,3.6,9,15.0,5.63,5.53,19.0,5.68,5.55,29.0,6.0,6.03,34.0,5.85,5.75,,,,,,,15.0,18.0,27.0,0.0,,,,6.12
418,D,Dc,Goldaniga,Como,1,32,,,3.3,6,30.0,5.83,5.73,13.0,5.65,5.54,,,,11.0,5.64,5.5,24.0,5.85,5.73,11.0,5.59,5.68,4.0,,,0.0,0.0,0.0,0.0,5.99
1891,D,Dd;Dc,Ceccherini,Cremonese,1,33,,,3.5,7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.88,5.9,34.0,5.88,5.79,28.0,5.91,5.66,10.0,5.85,5.7,,,13.0,0.0,0.0,0.0,0.0,6.1
5899,D,Dc,Gigot,Lazio,1,31,,,3.4,3,10.0,6.2,6.7,,,,,,,,,,,,,,,,19.0,,,,,,,6.03
140,D,Dd;Ds;E,Hysaj,Lazio,1,31,,,3.5,4,8.0,5.88,6.12,20.0,5.7,5.65,30.0,5.97,6.05,27.0,5.63,5.69,21.0,5.93,5.93,19.0,5.87,6.05,6.0,15.0,20.0,0.0,0.0,0.0,0.0,6.09
7164,D,Dd;Dc,Perez M.,Lecce,1,21,,,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
7182,D,Ds;E,Ndaba,Lecce,1,25,,,3.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
7140,D,Dc,Coppola F.,Pisa,1,20,,,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
2279,D,Dc,Romagna,Sassuolo,1,28,,,3.5,8,,,,,,,1.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.92,5.83,,,1.0,0.0,0.0,0.0,0.0,6.11
7156,D,Ds;E,Pieragnolo,Sassuolo,1,22,,,3.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
7196,D,Dc,Denoon,Pisa,1,19,,,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,6.06
6985,D,Ds;Dc,Candè,Sassuolo,1,24,,,3.4,5,17.0,5.76,5.82,,,,,,,,,,,,,,,,,,,,,,,6.04
7238,D,Dc,Kouadio,Fiorentina,1,19,,,3.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
6870,D,Dc,Faye,Cremonese,1,21,,,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
7271,D,Dc,Odogu,Milan,1,19,,,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
388,D,Dc,Albiol,Pisa,1,39,,,3.5,8,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.08
7325,D,Dc,Bozhinov,Pisa,1,20,,,3.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
7346,D,Dd;E,Raterink,Cagliari,1,20,,,3.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,5.88
6875,C,T;A,Paz N.,Como,26,20,,,5.0,245,33.0,6.38,6.95,,,,,,,,,,,,,,,,20.0,,,,,,,7.58
4777,C,C;T,McTominay,Napoli,25,28,,,5.0,215,34.0,6.56,7.66,,,,,,,,,,,,,,,,57.0,,,,,,,7.7
7126,C,T,Baturina,Como,24,22,,,4.4,95,,,,,,,,,,,,,,,,,,,,,,,,,,7.06
2194,C,M;C,Calhanoglu,Inter,24,31,,,4.7,190,28.0,6.34,6.89,32.0,6.47,7.7,33.0,6.36,6.74,33.0,6.36,7.2,33.0,6.27,6.85,35.0,6.3,7.24,163.0,330.0,61.0,0.0,0.0,0.0,0.0,7.33
2423,C,T;A,Pulisic,Milan,24,26,,,4.7,100,34.0,6.38,7.49,36.0,6.33,7.5,,,,,,,,,,,,,180.0,300.0,,,,,,7.26
2379,C,C;T,Rabiot,Milan,23,30,,,4.9,195,,,,31.0,6.08,6.5,32.0,6.3,7.03,29.0,5.71,5.69,32.0,5.8,6.09,28.0,5.91,5.93,,65.0,78.0,0.0,0.0,0.0,,7.43
2517,C,T,De Bruyne,Napoli,21,34,,,5.0,92,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
5559,C,C;W;T,Da Cunha,Como,20,24,,,4.1,80,35.0,6.1,6.36,,,,,,,,,,,,,,,,32.0,,,,,,,6.84
152,C,C;T,Zielinski,Inter,20,31,,,4.0,60,20.0,5.98,6.32,27.0,5.94,6.33,37.0,6.3,6.72,34.0,6.12,6.78,36.0,6.39,7.28,36.0,5.99,6.18,26.0,30.0,61.0,0.0,0.0,0.0,0.0,6.74
6908,C,C,Atta,Udinese,20,22,,,4.0,85,23.0,6.0,5.89,,,,,,,,,,,,,,,,1.0,,,,,,,6.77
2167,C,W;A,Orsolini,Bologna,19,28,,,5.0,150,29.0,6.53,8.19,31.0,6.16,7.06,32.0,6.16,7.09,26.0,6.04,6.81,31.0,5.97,6.74,37.0,5.92,6.69,90.0,200.0,92.0,0.0,0.0,0.0,0.0,7.7
2766,C,T;A,Zaniolo,Udinese,19,26,,,4.3,100,18.0,6.03,6.22,,,,13.0,5.81,5.88,27.0,6.0,6.02,0.0,0.0,0.0,25.0,6.16,6.8,30.0,,,0.0,0.0,0.0,0.0,7.01
1870,C,C,Barella,Inter,18,28,,,4.0,58,33.0,6.26,6.65,37.0,6.38,6.53,35.0,6.26,6.86,36.0,6.49,6.92,36.0,6.29,6.61,27.0,6.07,6.09,75.0,57.0,73.0,0.0,0.0,0.0,0.0,6.8
4973,C,M;C,McKennie,Juventus,18,27,,,4.0,107,31.0,5.94,6.18,33.0,6.2,6.32,15.0,5.7,5.97,19.0,6.18,6.63,33.0,6.17,6.61,,,,12.0,45.0,,0.0,0.0,,,6.8
6884,C,W;A,Conceicao,Juventus,18,22,,,4.1,65,25.0,6.12,6.5,,,,,,,,,,,,,,,,24.0,,,,,,,6.87
2606,C,C,Modric,Milan,18,39,,,4.2,90,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
1933,C,M;C,Mandragora,Fiorentina,17,28,,,3.9,60,27.0,6.19,6.67,30.0,5.95,6.28,28.0,6.04,6.25,18.0,6.14,6.06,26.0,5.87,6.15,25.0,5.8,5.84,16.0,14.0,22.0,0.0,0.0,0.0,0.0,6.68
6717,C,M;C,Konè I.,Sassuolo,17,23,,,3.8,67,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
5687,C,T,Vlasic,Torino,17,27,,,4.4,100,30.0,6.07,6.67,33.0,6.02,6.3,34.0,6.22,6.82,,,,,,,,,,48.0,50.0,68.0,,,,,7.1
6151,C,M;C,Perrone,Como,16,22,,,3.6,50,25.0,5.94,5.94,,,,,,,,,,,,,,,,6.0,,,,,,,6.49
4970,C,C;W,Messias,Genoa,16,34,,,3.6,12,16.0,6.0,6.03,17.0,6.18,6.35,25.0,6.0,6.62,26.0,6.0,6.62,36.0,6.24,6.99,,,,24.0,23.0,20.0,0.0,0.0,,,6.47
6398,C,W;A,Isaksen,Lazio,16,25,,,3.9,35,37.0,6.05,6.34,23.0,6.07,6.46,,,,,,,,,,,,,25.0,25.0,,,,,,6.67
4427,C,C;T,Malinovskyi,Genoa,15,32,,,3.9,34,9.0,6.33,6.44,23.0,6.22,6.63,12.0,6.0,6.38,29.0,6.26,6.88,32.0,6.39,7.44,32.0,6.27,6.91,26.0,23.0,,0.0,0.0,0.0,,6.72
4892,C,E;W,Saelemaekers,Milan,15,26,,,4.0,36,22.0,6.39,7.36,30.0,6.08,6.47,29.0,5.91,6.17,34.0,6.01,6.16,32.0,5.94,6.14,12.0,6.0,6.08,12.0,42.0,20.0,0.0,0.0,0.0,,6.77
4220,C,M;C,Zambo Anguissa,Napoli,15,29,,,3.7,20,35.0,6.41,6.97,33.0,5.82,5.85,36.0,6.25,6.6,23.0,6.28,6.22,,,,,,,19.0,22.0,40.0,0.0,,,,6.55
6666,C,C,Bernabè,Parma,15,24,,,3.8,23,19.0,6.29,6.47,,,,,,,,,,,,,,,,45.0,,,,,,,6.62
5844,C,C;T,Thorstvedt,Sassuolo,15,26,,,4.0,40,,,,34.0,5.94,6.4,25.0,6.0,6.2,,,,,,,,,,,43.0,8.0,,,,,6.73
6844,C,W;T,Rowe,Bologna,15,22,,,4.0,49,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
5422,C,E;W,Zalewski,Atalanta,14,23,,,3.6,19,19.0,6.03,6.21,22.0,5.8,5.77,32.0,5.98,6.16,13.0,5.85,5.81,1.0,6.0,7.0,,,,8.0,18.0,16.0,0.0,0.0,,,6.44
2529,C,C;T,Mkhitaryan,Inter,14,36,,,3.7,14,32.0,6.06,6.25,36.0,6.4,6.68,31.0,6.1,6.39,31.0,6.21,6.82,34.0,6.32,7.74,22.0,6.25,7.59,39.0,40.0,33.0,0.0,0.0,0.0,,6.52
5562,C,M;C,Thuram K.,Juventus,14,24,,,3.8,41,33.0,6.3,6.74,,,,,,,,,,,,,,,,25.0,,,,,,,6.6
6190,C,C,Pisilli,Roma,14,21,,,3.7,17,24.0,5.98,6.12,0.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,6.52
6684,C,C;T,Ekkelenkamp,Udinese,14,25,,,3.9,51,33.0,5.97,6.27,,,,,,,,,,,,,,,,12.0,,,,,,,6.7
7314,C,C;T,Taylor K.,Lazio,14,22,,,3.9,52,,,,,,,,,,,,,,,,,,,,,,,,,,6.72
5792,C,M;C,Ederson D.S.,Atalanta,13,26,,,3.6,30,36.0,6.17,6.49,36.0,6.14,6.56,34.0,5.94,6.0,15.0,6.17,6.47,,,,,,,55.0,51.0,21.0,0.0,,,,6.5
184,C,W;A,Bernardeschi,Bologna,13,31,,,3.9,33,,,,,,,,,,26.0,5.9,6.04,21.0,5.76,5.79,25.0,5.5,5.56,,,,0.0,0.0,0.0,0.0,6.72
2765,C,T;A,Odgaard,Bologna,13,28,,,4.2,14,28.0,6.14,6.84,9.0,6.22,7.0,,,,,,,,,,,,,13.0,22.0,,,,,0.0,6.88
4364,C,T,Gaetano,Cagliari,13,24,,,4.0,15,27.0,6.04,6.41,17.0,6.12,6.88,4.0,6.12,6.88,,,,,,,0.0,0.0,0.0,40.0,44.0,5.0,,,,,6.79
5036,C,C;T,Caqueret,Como,13,25,,,3.8,18,16.0,6.34,6.78,,,,,,,,,,,,,,,,,,,,,,,6.65
4486,C,W;A,Strefezza,Parma,13,28,,,4.1,50,37.0,6.27,6.8,19.0,5.82,5.87,34.0,6.31,6.97,,,,,,,32.0,5.91,5.92,32.0,,78.0,,,0.0,,6.84
5800,C,T;A,Gudmundsson A.,Fiorentina,13,28,,,4.3,35,21.0,6.12,6.98,35.0,6.47,7.64,,,,11.0,5.68,5.82,,,,,,,170.0,330.0,,0.0,,,,6.97
632,C,W;A,Zaccagni,Lazio,13,30,,,4.0,25,34.0,6.28,7.01,28.0,6.23,6.77,35.0,6.54,7.44,30.0,6.3,6.93,35.0,6.3,6.79,33.0,6.11,6.36,155.0,120.0,180.0,0.0,0.0,0.0,,6.74
5504,C,M;C,Coulibaly L.,Lecce,13,28,,,3.5,21,37.0,5.96,6.0,27.0,5.72,5.65,35.0,6.06,6.23,31.0,5.79,5.74,,,,,,,9.0,19.0,18.0,0.0,,,,6.36
536,C,W,Politano,Napoli,13,32,,,3.8,31,37.0,6.11,6.42,37.0,6.19,6.89,23.0,6.22,6.54,31.0,6.13,6.5,36.0,6.22,7.01,22.0,5.93,6.27,70.0,85.0,28.0,0.0,0.0,0.0,0.0,6.65
779,C,M;C,Cristante,Roma,13,30,,,3.6,26,28.0,6.2,6.59,37.0,6.11,6.35,36.0,5.99,5.89,34.0,5.97,5.96,31.0,5.82,5.77,24.0,5.77,5.81,20.0,34.0,20.0,0.0,0.0,0.0,0.0,6.5
5589,C,M;C,Konè M.,Roma,13,24,,,3.7,39,33.0,6.26,6.38,,,,,,,,,,,,,,,,17.0,,,,,,,6.52
530,C,C;T,Pellegrini Lo.,Roma,13,29,,,3.6,24,25.0,5.68,5.88,29.0,6.14,6.95,32.0,5.97,6.33,27.0,6.28,7.13,33.0,6.3,6.94,27.0,6.2,6.5,73.0,175.0,64.0,0.0,0.0,0.0,0.0,6.5
