Id,Role,Role_M,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg23_24,Mv23_24,Mf23_24,Pg19_20,Mv19_20,Mf19_20,Pg20_21,Mv20_21,Mf20_21,ExpectedMf
4657,D,Dd;E,Celik,Roma,4,27.0,3.5,,,12,21.0,5.81,5.69,,,,12.0,5.92,5.88,,,,,,,6.01
4925,D,Ds;Dc,Carboni A.,Monza,4,23.0,3.3,,,8,3.0,5.33,5.33,28.0,5.64,5.46,21.0,5.88,6.0,6.0,5.5,5.0,14.0,5.64,5.64,5.94
4976,D,Dd;Dc,Kalulu,Juventus,4,24.0,3.4,,,12,32.0,5.75,5.78,24.0,6.33,6.46,7.0,5.86,5.86,,,,10.0,5.65,5.9,5.97
5327,D,Dc,Osorio,Parma,4,,,,,6,,,,,,,,,,,,,22.0,5.61,5.57,
5480,D,Dd;E,Ebuehi,Empoli,4,29.0,3.2,,,6,25.0,6.06,6.46,17.0,5.59,5.5,15.0,5.8,5.87,,,,,,,5.98
5481,D,E,Mazzocchi,Napoli,4,29.0,3.2,,,12,27.0,6.17,6.46,32.0,5.84,5.83,25.0,5.68,5.64,,,,,,,5.79
5484,D,Dc,Svoboda,Venezia,4,,,,,6,,,,18.0,5.53,5.42,,,,,,,,,,
5764,D,Dc,Coppola D.,Verona,4,21.0,3.2,,,8,16.0,5.81,5.66,3.0,5.83,5.83,20.0,5.85,5.92,,,,,,,5.87
5833,D,Dc,Gila,Lazio,4,24.0,3.3,,,11,2.0,5.5,5.5,,,,21.0,6.02,5.93,,,,,,,5.9
6217,D,Dc,Bisseck,Inter,4,24.0,3.4,,,11,,,,,,,11.0,6.36,7.0,,,,,,,5.96
6464,D,Dc,Wieteska,Cagliari,4,27.0,3.0,,,4,,,,,,,15.0,5.57,5.5,,,,,,,5.92
6485,D,Dc,Kristensen T.,Udinese,4,22.0,3.1,,,8,,,,,,,26.0,5.79,5.75,,,,,,,5.79
6672,D,Dc,Idzes,Venezia,4,,,,,9,,,,,,,,,,,,,,,,
6673,D,B;Ds;E,Sverko,Venezia,4,,,,,7,,,,,,,,,,,,,,,,
6802,D,B;Dd;E,Savona,Juventus,4,,,,,10,,,,,,,,,,,,,,,,
6814,D,Dd;E,Norton-Cuffy,Genoa,4,,,,,5,,,,,,,,,,,,,,,,
6890,D,Dc,Moreno M.,Fiorentina,4,,,,,8,,,,,,,,,,,,,,,,
142,D,E,Mario Rui,Napoli,3,33.0,3.0,,,6,22.0,6.11,6.25,34.0,6.03,6.07,19.0,5.82,5.74,23.0,5.85,5.74,24.0,5.92,5.9,5.77
253,D,B;Dd;Ds,D'Ambrosio,Monza,3,36.0,3.0,,,5,13.0,5.96,5.96,15.0,6.23,6.47,24.0,5.79,5.69,18.0,6.08,6.58,8.0,6.06,7.12,5.79
487,D,Dd;E,De Silvestri,Bologna,3,36.0,2.9,,,5,13.0,5.92,5.96,31.0,5.94,6.18,12.0,6.17,6.67,26.0,5.77,5.73,28.0,5.71,5.86,5.71
581,D,Dd;E,Faraoni,Verona,3,33.0,2.9,,,6,21.0,5.95,6.17,32.0,6.08,6.48,16.0,5.72,5.62,36.0,6.1,6.51,34.0,6.07,6.46,5.68
2728,D,Ds;E,Pellegrini Lu.,Lazio,3,25.0,3.0,,,6,3.0,6.17,5.83,17.0,6.09,5.97,17.0,5.79,5.76,24.0,6.04,6.04,11.0,5.59,5.41,5.8
4263,D,Dc,Kabasele,Udinese,3,33.0,3.1,,,4,,,,,,,10.0,5.75,5.8,,,,,,,5.96
5307,D,Dc,Valenti,Parma,3,,,,,5,,,,,,,,,,,,,9.0,5.44,5.44,
5353,D,Dc,Balogh,Parma,3,,,,,1,,,,,,,,,,,,,3.0,5.83,5.67,
5447,D,Dc,Altare,Venezia,3,,,,,8,,,,19.0,5.97,6.0,0.0,0.0,0.0,,,,,,,
5804,D,Ds;E,Cacace,Empoli,3,24.0,2.9,,,5,10.0,5.65,5.6,8.0,5.81,5.75,28.0,5.73,5.66,,,,,,,5.75
5900,D,Dc,Toure' I.s.,Udinese,3,,,,,5,,,,,,,,,,,,,,,,
6055,D,Dc,Thiaw,Milan,3,23.0,3.0,,,10,19.0,5.92,5.79,,,,20.0,5.68,5.4,,,,,,,5.63
6211,D,Ds;E,Zemura,Udinese,3,25.0,3.0,,,4,,,,,,,21.0,5.86,5.98,,,,,,,5.9
6438,D,Dd;Dc,Hatzidiakos,Cagliari,3,27.0,3.1,,,4,,,,,,,13.0,5.5,5.46,,,,,,,5.98
6632,D,Dc,Gaspar K.,Lecce,3,,,,,12,,,,,,,,,,,,,,,,
6647,D,Ds;E,Dahl,Roma,3,,,,,8,,,,,,,,,,,,,,,,
6654,D,Dd;E,Iovine,Como,3,,,,,7,,,,,,,,,,,,,,,,
6665,D,Dd;Ds;E,Coulibaly W.,Parma,3,,,,,14,,,,,,,,,,,,,,,,
6806,D,Dd;Ds;Dc,Pelmard,Lecce,3,,,,,7,,,,,,,,,,,,,,,,
6874,D,Dc,Palacios T.,Inter,3,,,,,6,,,,,,,,,,,,,,,,
6892,D,Dd;Dc,Schingtienne,Venezia,3,,,,,6,,,,,,,,,,,,,,,,
6893,D,Dc,Kempf,Como,3,,,,,6,,,,,,,,,,,,,,,,
134,D,Ds;Dc,Barba,Como,2,,,,,3,,,,,,,,,,,,,32.0,5.7,5.58,
418,D,Dc,Goldaniga,Como,2,31.0,3.0,,,4,,,,11.0,5.64,5.5,13.0,5.65,5.54,11.0,5.59,5.68,24.0,5.85,5.73,5.94
2192,D,Dc,Bonifazi,Lecce,2,28.0,3.0,,,4,13.0,5.73,5.65,17.0,5.65,5.41,6.0,5.75,5.75,17.0,5.56,5.85,28.0,5.88,5.8,5.92
4386,D,Ds;E,Sala M.,Como,2,,,,,6,,,,,,,,,,0.0,0.0,0.0,,,,
5533,D,Dd;Dc,Djalo',Juventus,2,,,,,4,,,,,,,1.0,6.0,6.0,,,,,,,
5701,D,Dc,Obert,Cagliari,2,22.0,2.9,,,3,,,,4.0,5.88,5.88,13.0,5.35,5.31,,,,,,,5.89
5856,D,Dd;E,Sambia,Empoli,2,28.0,3.0,,,3,13.0,5.88,5.92,,,,16.0,5.91,6.09,,,,,,,5.94
6149,D,Ds;E,Carboni F.,Venezia,2,21.0,3.1,,,4,2.0,6.25,6.25,,,,0.0,0.0,0.0,,,,,,,5.98
6284,D,Dc,Okou,Verona,2,,,,,3,,,,,,,,,,,,,,,,
6495,D,Dc,Comuzzo,Fiorentina,2,,,,,10,,,,,,,2.0,6.0,5.75,,,,,,,
6681,D,Dd;E,Sagrado,Venezia,2,,,,,7,,,,,,,,,,,,,,,,
6826,D,E,Dembele' A.,Torino,2,,,,,3,,,,,,,,,,,,,,,,
6883,D,Dc,Jean,Lecce,2,,,,,3,,,,,,,,,,,,,,,,
6887,D,Dc,Leoni,Parma,2,,,,,3,,,,,,,,,,,,,,,,
358,D,Dd;Ds;E,De Sciglio,Empoli,1,32.0,3.3,,,10,17.0,5.76,5.76,16.0,6.06,6.25,1.0,6.0,6.0,7.0,6.0,5.93,1.0,6.0,6.0,5.93
2203,D,Ds;E,Di Chiara,Parma,1,,,,,1,,,,,,,,,,,,,,,,
5695,D,Ds;E,Haps,Venezia,1,31.0,2.5,,,1,,,,25.0,5.84,5.88,14.0,5.93,6.0,,,,,,,5.85
5812,D,Dd;E,Terracciano F.,Milan,1,21.0,2.6,,,1,13.0,6.08,6.12,,,,19.0,5.89,5.89,,,,,,,5.89
5994,D,Ds;Dc,Ebosse,Udinese,1,25.0,2.7,,,1,14.0,5.64,5.54,,,,0.0,0.0,0.0,,,,,,,6.0
6244,D,Dc,Matturro,Genoa,1,20.0,2.6,,,1,,,,,,,3.0,5.5,4.83,,,,,,,5.88
6407,D,Dd;Ds;E,Corazza,Bologna,1,25.0,2.6,,,1,,,,,,,5.0,5.9,5.8,,,,,,,5.94
6474,D,Dc,Sazonov,Empoli,1,22.0,3.1,,,6,,,,,,,8.0,5.75,5.69,,,,,,,5.92
6537,D,Dd;Dc,Goglichidze,Empoli,1,,,,,1,,,,,,,0.0,0.0,0.0,,,,,,,
6551,D,Dc,Ilic M.,Bologna,1,,,,,1,,,,,,,0.0,0.0,0.0,,,,,,,
6631,D,Dc,Ghilardi,Verona,1,,,,,1,,,,,,,,,,,,,,,,
6637,D,Dd;E,Kovacik,Como,1,,,,,1,,,,,,,,,,,,,,,,
6649,D,Dd;E,Sangare' B.,Roma,1,,,,,1,,,,,,,,,,,,,,,,
6660,D,Dc,Marcandalli,Genoa,1,,,,,1,,,,,,,,,,,,,,,,
6803,D,Ds;E,Rouhi,Juventus,1,,,,,1,,,,,,,,,,,,,,,,
6809,D,Dc,Marianucci,Empoli,1,,,,,1,,,,,,,,,,,,,,,,
2423,C,T;A,Pulisic,Milan,30,26.0,5.0,,,180,,,,,,,36.0,6.33,7.5,,,,,,,7.51
2194,C,M;C,Calhanoglu,Inter,28,30.0,5.0,,,163,33.0,6.36,6.74,33.0,6.36,7.2,32.0,6.47,7.7,35.0,6.3,7.24,33.0,6.27,6.85,7.75
5685,C,T,Koopmeiners,Juventus,28,26.0,5.0,,,160,33.0,6.36,7.14,28.0,6.3,6.62,34.0,6.4,7.53,,,,,,,7.44
632,C,W;A,Zaccagni,Lazio,27,29.0,4.6,,,155,35.0,6.54,7.44,30.0,6.3,6.93,28.0,6.23,6.77,33.0,6.11,6.36,35.0,6.3,6.79,6.99
536,C,W,Politano,Napoli,23,31.0,4.2,,,70,23.0,6.22,6.54,31.0,6.13,6.5,37.0,6.19,6.89,22.0,5.93,6.27,36.0,6.22,7.01,6.74
5878,C,T,Colpani,Fiorentina,22,25.0,4.4,,,89,24.0,6.1,6.62,,,,38.0,6.2,6.92,,,,,,,6.87
530,C,C;T,Pellegrini Lo.,Roma,21,28.0,4.4,,,73,32.0,5.97,6.33,27.0,6.28,7.13,29.0,6.14,6.95,27.0,6.2,6.5,33.0,6.3,6.94,6.99
1870,C,C,Barella,Inter,21,27.0,4.3,,,75,35.0,6.26,6.86,36.0,6.49,6.92,37.0,6.38,6.53,27.0,6.07,6.09,36.0,6.29,6.61,6.8
2167,C,W,Orsolini,Bologna,21,27.0,4.4,,,90,32.0,6.16,7.09,26.0,6.04,6.81,31.0,6.16,7.06,37.0,5.92,6.69,31.0,5.97,6.74,6.91
5393,C,W;A,Man,Parma,21,,,,,107,,,,,,,,,,,,,11.0,6.09,6.68,
4911,C,C,Douglas Luiz,Juventus,20,,,,,66,,,,,,,,,,,,,,,,
6831,C,W;A,Neres,Napoli,20,,,,,77,,,,,,,,,,,,,,,,
2848,C,C;T,Frattesi,Inter,18,25.0,4.4,,,62,36.0,6.26,6.79,36.0,6.08,6.36,28.0,6.27,7.0,,,,0.0,0.0,0.0,6.97
4199,C,C;T,Loftus-Cheek,Milan,18,28.0,4.1,,,51,,,,,,,29.0,6.12,6.69,,,,,,,6.71
5119,C,T,Samardzic,Atalanta,17,22.0,4.1,,,53,32.0,6.05,6.59,13.0,6.12,6.73,33.0,6.18,6.74,,,,,,,6.7
5858,C,C;T,Ferguson,Bologna,17,25.0,4.1,,,42,31.0,6.24,6.85,,,,31.0,6.39,6.94,,,,,,,6.8
4777,C,M;C,McTominay,Napoli,16,,,,,57,,,,,,,,,,,,,,,,
2529,C,C,Mkhitaryan,Inter,15,35.0,3.9,,,39,31.0,6.1,6.39,31.0,6.21,6.82,36.0,6.4,6.68,22.0,6.25,7.59,34.0,6.32,7.74,6.57
5792,C,M;C,Ederson D.s.,Atalanta,15,25.0,4.0,,,55,34.0,5.94,6.0,15.0,6.17,6.47,36.0,6.14,6.56,,,,,,,6.55
2077,C,C;T,Pasalic,Atalanta,14,29.0,4.2,,,52,32.0,5.95,6.41,33.0,6.24,7.56,33.0,6.21,6.89,34.0,6.15,6.88,20.0,6.08,7.0,6.81
5687,C,T,Vlasic,Torino,14,27.0,3.8,,,48,34.0,6.22,6.82,,,,33.0,6.02,6.3,,,,,,,6.34
6666,C,C;T,Bernabe',Parma,14,,,,,45,,,,,,,,,,,,,,,,
5688,C,W;T,Harroui,Verona,13,26.0,3.9,,,34,17.0,5.94,6.24,10.0,5.8,5.7,17.0,6.15,6.79,,,,,,,6.58
6206,C,C;T,Fabbian,Bologna,13,21.0,4.1,,,43,,,,,,,22.0,6.23,6.86,,,,,,,6.8
6486,C,W;T,Suslov,Verona,13,22.0,3.8,,,37,,,,,,,30.0,6.12,6.47,,,,,,,6.44
2766,C,T;A,Zaniolo,Atalanta,12,,,,,30,13.0,5.81,5.88,27.0,6.0,6.02,,,,25.0,6.16,6.8,0.0,0.0,0.0,
4486,C,W,Strefezza,Como,12,27.0,3.5,,,32,34.0,6.31,6.97,,,,19.0,5.82,5.87,32.0,5.91,5.92,,,,6.1
5559,C,W;T,Da Cunha,Como,12,,,,,32,,,,,,,,,,,,,,,,
5791,C,E;M,Frendrup,Genoa,12,23.0,3.6,,,27,,,,10.0,5.8,5.75,37.0,6.23,6.42,,,,,,,6.31
6224,C,C,Reijnders,Milan,12,26.0,3.7,,,30,,,,,,,36.0,6.12,6.38,,,,,,,6.43
236,C,W,Lazovic,Verona,11,34.0,3.5,,,23,30.0,6.25,6.82,34.0,6.22,6.49,31.0,5.87,6.19,38.0,6.2,6.57,31.0,6.15,6.58,6.21
2741,C,M;C,Pessina,Monza,11,27.0,3.7,,,36,35.0,6.14,6.57,24.0,5.9,6.06,37.0,6.07,6.46,34.0,6.04,6.56,26.0,6.23,6.46,6.38
4427,C,C;T,Malinovskyi,Genoa,11,31.0,3.7,,,26,12.0,6.0,6.38,29.0,6.26,6.88,23.0,6.22,6.63,32.0,6.27,6.91,32.0,6.39,7.44,6.49
6884,C,W;A,Conceicao,Juventus,11,,,,,24,,,,,,,,,,,,,,,,
152,C,C;T,Zielinski,Inter,10,30.0,3.6,,,26,37.0,6.3,6.72,34.0,6.12,6.78,27.0,5.94,6.33,36.0,5.99,6.18,36.0,6.39,7.28,6.35
788,C,M;C,Freuler,Bologna,10,32.0,3.3,,,19,0.0,0.0,0.0,29.0,5.93,5.83,32.0,6.11,6.06,30.0,6.05,6.23,33.0,6.3,6.52,6.06
4186,C,C,Guendouzi,Lazio,10,25.0,3.5,,,18,,,,,,,33.0,6.02,6.21,,,,,,,6.28
4220,C,M;C,Zambo Anguissa,Napoli,10,29.0,3.2,,,19,36.0,6.25,6.6,23.0,6.28,6.22,33.0,5.82,5.85,,,,,,,5.97
4465,C,C;T,Fagioli,Juventus,10,23.0,3.6,,,18,23.0,6.13,6.59,0.0,0.0,0.0,8.0,6.06,6.25,0.0,0.0,0.0,1.0,6.0,6.0,6.4
4856,C,W;A,Chukwueze,Milan,10,25.0,3.7,,,35,,,,,,,20.0,6.02,6.25,,,,,,,6.31
4970,C,C;W,Messias,Genoa,10,33.0,3.6,,,24,25.0,6.0,6.62,26.0,6.0,6.62,17.0,6.18,6.35,,,,36.0,6.24,6.99,6.32
5562,C,M;C,Thuram K.,Juventus,10,,,,,25,,,,,,,,,,,,,,,,
5564,C,W,Ndoye,Bologna,10,24.0,3.5,,,24,,,,,,,31.0,6.02,6.08,,,,,,,6.19
5784,C,C;T,Aebischer,Bologna,10,27.0,3.4,,,20,26.0,5.87,5.9,8.0,5.88,5.81,31.0,6.0,5.9,,,,,,,6.12
5850,C,C,Lovric,Udinese,10,26.0,3.5,,,23,36.0,6.18,6.71,,,,29.0,5.97,6.09,,,,,,,6.24
6299,C,C;T,Le Fee,Roma,10,,,,,21,,,,,,,,,,,,,,,,
779,C,M;C,Cristante,Roma,9,29.0,3.5,,,20,36.0,5.99,5.89,34.0,5.97,5.96,37.0,6.11,6.35,24.0,5.77,5.81,31.0,5.82,5.77,6.22
827,C,M;C,Locatelli,Juventus,9,26.0,3.3,,,19,31.0,6.15,6.08,29.0,6.16,6.47,35.0,5.83,5.94,33.0,6.24,6.17,34.0,6.28,6.53,6.02
4287,C,M;C,Lobotka,Napoli,9,30.0,3.2,,,16,38.0,6.26,6.34,21.0,6.29,6.38,38.0,5.93,5.91,13.0,6.12,6.12,5.0,6.0,5.8,5.98
4376,C,C;T,Zurkowski,Empoli,9,,,,,23,10.0,5.7,5.75,33.0,6.17,6.7,13.0,6.04,6.81,0.0,0.0,0.0,,,,
4377,C,C;T,Castrovilli,Lazio,9,27.0,3.7,,,17,12.0,6.08,6.54,23.0,6.02,6.11,5.0,6.3,7.3,33.0,6.35,6.53,32.0,5.98,6.39,6.54
4896,C,T;A,Maldini,Monza,9,23.0,3.8,,,21,15.0,6.07,6.43,3.0,6.33,7.17,16.0,6.19,6.97,1.0,6.0,6.0,0.0,0.0,0.0,6.66
5007,C,C,Ilic,Torino,9,23.0,3.6,,,21,25.0,6.06,6.34,32.0,6.06,6.08,28.0,6.07,6.38,,,,28.0,5.93,6.11,6.4
5823,C,T;A,Baldanzi,Roma,9,21.0,3.6,,,20,26.0,6.15,6.58,,,,24.0,6.08,6.27,,,,,,,6.35
5919,C,W,Tchaouna,Lazio,9,21.0,3.5,,,16,,,,,,,29.0,6.07,6.52,,,,,,,6.39
22,C,M;C,De Roon,Atalanta,8,33.0,3.2,,,16,34.0,6.1,6.26,30.0,5.95,6.13,30.0,5.97,5.97,34.0,5.97,6.06,35.0,6.07,6.06,6.0
376,C,W;T,Verdi,Como,8,,,,,18,22.0,6.07,6.7,17.0,6.24,7.21,0.0,0.0,0.0,32.0,5.89,6.2,32.0,5.75,5.91,
526,C,C,Duncan,Venezia,8,31.0,3.5,,,16,21.0,5.88,5.95,31.0,5.92,6.13,26.0,6.08,6.46,24.0,6.08,6.44,15.0,5.77,5.8,6.34
2839,C,W,Sottil,Fiorentina,8,25.0,3.5,,,19,16.0,5.97,6.06,22.0,6.0,6.41,18.0,5.97,6.44,12.0,5.83,5.75,19.0,6.03,6.32,6.35
4342,C,M;C,Duda,Verona,8,30.0,3.2,,,16,14.0,5.82,5.68,,,,32.0,6.05,5.98,,,,,,,6.01
4364,C,T,Gaetano,Cagliari,8,24.0,4.0,,,40,4.0,6.12,6.88,,,,17.0,6.12,6.88,0.0,0.0,0.0,,,,6.67
5453,C,M;C,Ricci S.,Torino,8,23.0,3.3,,,20,28.0,6.16,6.3,30.0,5.88,5.95,30.0,5.9,5.87,,,,,,,6.0
5589,C,M;C,Kone' M.,Roma,8,,,,,17,,,,,,,,,,,,,,,,
6218,C,W;T;A,Oristanio,Venezia,8,22.0,3.6,,,23,,,,,,,24.0,6.1,6.38,,,,,,,6.35
6481,C,C,Payero,Udinese,8,26.0,3.3,,,13,,,,,,,28.0,5.88,6.02,,,,,,,6.14
6634,C,W,Tete Morente,Lecce,8,,,,,18,,,,,,,,,,,,,,,,
6804,C,M;C,Richardson,Fiorentina,8,,,,,16,,,,,,,,,,,,,,,,
170,C,M;C,Badelj,Genoa,7,35.0,3.1,,,9,,,,34.0,5.76,5.79,32.0,6.05,6.14,20.0,5.65,5.72,29.0,6.14,6.22,6.03
181,C,M;C,Vecino,Lazio,7,33.0,3.5,,,15,30.0,5.95,6.05,10.0,6.0,6.25,25.0,6.16,6.78,18.0,5.97,6.25,4.0,6.38,7.38,6.39
795,C,W,El Shaarawy,Roma,7,32.0,3.5,,,19,26.0,6.37,7.15,24.0,5.92,6.27,29.0,6.05,6.4,,,,9.0,5.67,5.94,6.31
1933,C,M;C,Mandragora,Fiorentina,7,27.0,3.4,,,16,28.0,6.04,6.25,18.0,6.14,6.06,30.0,5.95,6.28,25.0,5.8,5.84,26.0,5.87,6.15,6.17
1976,C,M;C,Mazzitelli,Como,7,29.0,3.5,,,18,0.0,0.0,0.0,,,,29.0,6.1,6.52,0.0,0.0,0.0,,,,6.3
2818,C,M;C,Bennacer,Milan,7,27.0,3.4,,,15,28.0,6.23,6.46,28.0,6.27,6.41,18.0,6.08,6.47,31.0,6.03,5.9,21.0,5.74,5.69,6.26
4459,C,M;C,Rovella,Lazio,7,23.0,3.2,,,11,25.0,6.1,6.16,20.0,6.1,6.12,21.0,6.12,6.07,2.0,6.0,6.0,18.0,5.83,5.83,6.05
4662,C,W,Weah,Juventus,7,24.0,3.3,,,21,,,,,,,25.0,5.92,5.86,,,,,,,6.07
4686,C,M;C,Fofana Y.,Milan,7,,,,,19,,,,,,,,,,,,,,,,
4947,C,M;C,Brescianini,Atalanta,7,24.0,3.8,,,38,,,,,,,35.0,6.09,6.44,,,,,,,6.39
4992,C,W,Gyasi,Empoli,7,30.0,3.2,,,20,35.0,5.77,5.8,36.0,5.78,6.08,29.0,5.66,5.69,,,,36.0,5.96,6.4,5.96
5131,C,M;C,Gilmour,Napoli,7,,,,,11,,,,,,,,,,,,,,,,
6459,C,W;A,Karlsson,Bologna,7,26.0,3.4,,,10,,,,,,,6.0,5.92,5.92,,,,,,,6.36
6645,C,T,Marchwinski,Lecce,7,,,,,16,,,,,,,,,,,,,,,,
6684,C,C;T,Ekkelenkamp,Udinese,7,,,,,12,,,,,,,,,,,,,,,,
6875,C,T;A,Paz N.,Como,7,,,,,20,,,,,,,,,,,,,,,,
440,C,C;T,Viola,Cagliari,6,35.0,3.5,,,14,,,,3.0,5.67,5.67,25.0,6.2,6.7,,,,17.0,6.24,7.15,6.42
468,C,M;C,Paredes,Roma,6,30.0,3.3,,,16,20.0,5.78,5.78,,,,34.0,5.99,6.13,,,,,,,6.09
1978,C,C;T,Sensi,Monza,6,29.0,3.7,,,16,27.0,6.02,6.26,14.0,5.93,6.11,1.0,6.5,6.5,12.0,6.29,7.04,16.0,6.0,5.91,6.56
2172,C,T,Barak,Fiorentina,6,30.0,3.3,,,14,28.0,5.82,5.96,29.0,6.31,7.48,13.0,6.08,6.62,22.0,5.89,6.18,34.0,6.09,6.69,6.1
2274,C,C;T,Valoti,Monza,6,,,,,13,7.0,5.71,5.71,,,,0.0,0.0,0.0,25.0,5.94,6.2,,,,
4423,C,C,Hernani,Parma,6,,,,,11,,,,14.0,5.64,5.64,,,,32.0,5.98,5.95,31.0,5.89,6.48,
4965,C,M;C,Marin,Cagliari,6,28.0,3.2,,,13,32.0,5.98,6.2,36.0,5.9,5.96,28.0,5.98,6.02,,,,37.0,5.99,6.28,6.02
4973,C,M;C,McKennie,Juventus,6,26.0,3.3,,,12,15.0,5.7,5.97,19.0,6.18,6.63,33.0,6.2,6.32,,,,33.0,6.17,6.61,6.17
5319,C,C,Sohm,Parma,6,,,,,13,,,,,,,,,,,,,17.0,5.65,5.79,
5507,C,C,Busio,Venezia,6,,,,,15,,,,28.0,5.88,5.88,,,,,,,,,,
6061,C,W;T,Oudin,Lecce,6,28.0,3.4,,,12,25.0,5.98,6.3,,,,31.0,6.18,6.48,,,,,,,6.33
6112,C,W,Iling Junior,Bologna,6,21.0,3.3,,,11,8.0,6.19,6.62,,,,20.0,5.98,6.2,,,,,,,6.22
6252,C,C;T,Folorunsho,Napoli,6,26.0,3.5,,,15,,,,,,,33.0,6.0,6.41,,,,,,,6.35
6592,C,W;T,Forson O.,Monza,6,,,,,13,,,,,,,,,,,,,,,,
6629,C,C;T,Dele-Bashiru,Lazio,6,,,,,20,,,,,,,,,,,,,,,,
6680,C,M;C,Karlstrom,Udinese,6,,,,,8,,,,,,,,,,,,,,,,
6815,C,W;A,Fadera,Como,6,,,,,13,,,,,,,,,,,,,,,,
6898,C,M;C,Keita M.,Parma,6,,,,,12,,,,,,,,,,,,,,,,
801,C,M;C,Gagliardini,Monza,5,30.0,3.0,,,9,13.0,5.62,5.46,15.0,6.1,6.57,32.0,5.88,5.92,24.0,5.94,6.33,22.0,6.05,6.5,5.94
4404,C,C,Thorsby,Genoa,5,28.0,3.3,,,10,,,,35.0,5.86,6.0,21.0,5.98,6.31,23.0,5.74,5.63,33.0,6.03,6.18,6.25
4498,C,C;T,Henderson L.,Empoli,5,,,,,8,23.0,5.83,5.67,34.0,6.0,6.21,0.0,0.0,0.0,3.0,6.0,5.83,0.0,0.0,0.0,
4658,C,W,Ikone',Fiorentina,5,26.0,3.3,,,13,30.0,6.03,6.43,15.0,5.87,6.1,26.0,5.79,6.08,,,,,,,6.15
4890,C,M;C,Tameze,Torino,5,30.0,2.9,,,9,37.0,5.81,5.77,36.0,6.25,6.58,28.0,5.79,5.73,3.0,6.17,6.17,32.0,5.92,5.92,5.84
4892,C,W,Saelemaekers,Roma,5,25.0,3.4,,,12,29.0,5.91,6.17,34.0,6.01,6.16,30.0,6.08,6.47,12.0,6.0,6.08,32.0,5.94,6.14,6.34
5295,C,C;W,Musah,Milan,5,22.0,3.2,,,10,,,,,,,25.0,5.92,5.86,,,,,,,6.07
5504,C,M;C,Coulibaly L.,Lecce,5,28.0,2.9,,,9,35.0,6.06,6.23,31.0,5.79,5.74,27.0,5.72,5.65,,,,,,,5.81
6010,C,C;T,Fazzini,Empoli,5,21.0,3.4,,,19,15.0,5.9,5.8,,,,25.0,5.92,5.96,,,,,,,6.19
6394,C,M;C,Ramadani,Lecce,5,28.0,3.0,,,10,,,,,,,34.0,5.82,5.72,,,,,,,5.85
6458,C,M;C,Serdar,Verona,5,27.0,3.1,,,10,,,,,,,23.0,6.07,5.96,,,,,,,5.97
1871,C,M;C,Deiola,Cagliari,4,29.0,2.8,,,6,,,,31.0,5.82,6.16,22.0,5.7,5.59,10.0,5.8,6.05,20.0,5.65,5.58,5.76
2008,C,M;C,Linetty,Torino,4,29.0,2.9,,,7,29.0,5.95,5.93,16.0,5.78,5.72,26.0,5.92,5.69,28.0,5.96,6.43,24.0,5.69,5.71,5.81
2117,C,C;T,Kastanos,Verona,4,26.0,3.2,,,7,22.0,6.02,6.2,25.0,5.9,5.94,24.0,6.0,6.29,,,,,,,6.23
4711,C,E;W,Kostic,Juventus,4,32.0,2.9,,,7,36.0,6.11,6.6,,,,29.0,5.91,5.98,,,,,,,5.91
5290,C,M;C,Estevez,Parma,4,,,,,10,,,,,,,,,,,,,27.0,5.87,5.85,
5423,C,M;C,Bove,Fiorentina,4,22.0,3.1,,,10,17.0,6.03,6.15,2.0,6.5,8.0,28.0,5.96,5.96,,,,0.0,0.0,0.0,5.99
5425,C,C;W;T,Urbanski,Bologna,4,21.0,3.1,,,10,0.0,0.0,0.0,,,,18.0,5.92,5.83,,,,0.0,0.0,0.0,6.06
5457,C,C,Maleh,Empoli,4,26.0,3.0,,,8,21.0,5.81,5.76,23.0,6.07,6.26,34.0,5.79,5.66,,,,,,,5.93
5485,C,C;W,Bjarkason,Venezia,4,,,,,6,,,,0.0,0.0,0.0,,,,,,,,,,
5719,C,M;C,Asllani,Inter,4,22.0,3.4,,,14,13.0,5.92,5.85,18.0,6.0,6.17,16.0,6.22,6.5,,,,,,,6.28
5813,C,C;T,Miretti,Genoa,4,21.0,3.4,,,18,25.0,5.96,6.02,4.0,6.0,6.0,20.0,5.78,5.9,,,,,,,6.15
5875,C,M;C,Adli,Fiorentina,4,24.0,3.2,,,13,4.0,5.62,5.5,,,,21.0,5.98,6.14,,,,,,,6.09
5880,C,E;W,Ciurria,Monza,4,29.0,2.9,,,8,35.0,6.19,6.81,,,,22.0,5.86,5.86,,,,,,,5.87
5992,C,M;C,Bondo,Monza,4,21.0,2.8,,,5,2.0,5.75,5.5,,,,25.0,5.84,5.78,,,,,,,5.87
6020,C,C;W,Ellertsson,Venezia,4,,,,,11,5.0,5.8,5.7,,,,,,,,,,,,,
6151,C,M;C,Perrone,Como,4,,,,,6,,,,,,,,,,,,,,,,
6170,C,C,Gineitis,Torino,4,20.0,3.3,,,12,2.0,6.0,5.5,,,,10.0,6.05,5.95,,,,,,,6.16
6222,C,C;T,Rafia,Lecce,4,25.0,3.1,,,8,,,,,,,24.0,5.92,5.88,,,,,,,6.04
