Id,Role,Role_M,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,ExpectedPrice,ExpectedPriceStd
6225,C,M;C,El Azzouzi,Bologna,4,28.0,3.1,,,7,6,1
6232,C,M;C,Makoumbou,Cagliari,4,26.0,2.8,,,7,6,1
6424,C,M;C,Prati,Cagliari,4,21.0,3.2,,,12,9,1
6633,C,M;C,Pierret,Lecce,4,,,,,8,7,1
6640,C,E;W,Felici,Cagliari,4,,,,,12,9,1
6674,C,M;C,Andersen M.k.,Venezia,4,,,,,13,9,1
27,C,M;C,Grassi,Empoli,3,29.0,2.7,,,4,4,1
333,C,M;C,Cataldi,Fiorentina,3,30.0,3.0,,,7,6,1
556,C,M;C,Baselli,Como,3,,,,,7,6,1
1987,C,E;C,Jankto,Cagliari,3,28.0,3.0,,,6,6,1
2357,C,M;C,Cyprien,Parma,3,,,,,2,3,1
4870,C,M;C,Adopo,Cagliari,3,24.0,2.8,,,3,4,1
5422,C,W,Zalewski,Roma,3,22.0,3.0,,,8,7,1
5879,C,T;A,Vignato S.,Monza,3,20.0,3.2,,,5,5,1
6048,C,W,Alidou,Verona,3,,,,,6,6,1
6054,C,M;C,Moro N.,Bologna,3,21.0,3.1,,,8,7,1
6212,C,M;C,Zarraga,Udinese,3,25.0,3.0,,,6,6,1
6562,C,M;C,Dani Silva,Verona,3,,,,,5,5,1
6579,C,W,Mitrovic S.,Verona,3,,,,,6,6,1
6656,C,M;C,Braunoder,Como,3,,,,,8,7,1
6676,C,M;C,Engelhardt,Como,3,,,,,8,7,1
6900,C,E;W,Rui Modesto,Udinese,3,,,,,5,5,1
6904,C,W;T,Yeboah J.,Venezia,3,,,,,8,7,1
2161,C,M;C,Haas,Empoli,2,,,,,3,4,1
4349,C,M;C,Nicolussi Caviglia,Venezia,2,24.0,2.9,,,4,4,1
5298,C,M;C,Pobega,Bologna,2,25.0,3.2,,,10,8,1
5421,C,C;T,Camara D.,Parma,2,,,,,1,3,1
5486,C,C,Crnigoj,Venezia,2,,,,,1,3,1
5516,C,M;C,Bianco,Monza,2,,,,,2,3,1
5998,C,E;W,Zerbin,Napoli,2,25.0,2.7,,,4,4,1
6024,C,M;C,Sulemana I.,Atalanta,2,21.0,2.9,,,4,4,1
6191,C,M;C,Belahyane,Verona,2,,,,,4,4,1
6889,C,W;T,Anjorin,Empoli,2,,,,,4,4,1
5286,C,M;C,Akpa Akpro,Lazio,1,32.0,2.7,,,2,3,1
5725,C,M;C,Kone B.,Como,1,,,,,1,3,1
5798,C,M;C,Bohinen,Genoa,1,25.0,2.6,,,1,3,1
6190,C,C,Pisilli,Roma,1,,,,,1,3,1
6203,C,M;C,Belardinelli,Empoli,1,23.0,2.5,,,1,3,1
6410,C,M;C,Kaba,Lecce,1,23.0,2.4,,,1,3,1
6524,C,C;T,Zeroli,Milan,1,,,,,1,3,1
6532,C,E;W,Buchanan T.,Inter,1,,,,,1,3,1
6677,C,T,Adzic,Juventus,1,,,,,1,3,1
6678,C,W;T,Liberali,Milan,1,,,,,1,3,1
6683,C,M;C,Doumbia I.,Venezia,1,,,,,2,3,1
6839,C,C;T,Byar,Bologna,1,,,,,1,3,1
6891,C,M;C,Vos,Milan,1,,,,,1,3,1
6903,C,C;T,Hasa,Lecce,1,,,,,1,3,1
6908,C,M;C,Atta,Udinese,1,,,,,1,3,1
2764,A,Pc,Martinez L.,Inter,39,27.0,4.7,,,406,255,1
2841,A,Pc,Vlahovic,Juventus,38,24.0,4.3,,,383,240,1
4661,A,Pc,Osimhen,Napoli,34,26.0,4.0,,,155,90,1
309,A,A,Dybala,Roma,33,31.0,4.4,,,279,172,1
2531,A,Pc,Lukaku,Napoli,33,31.0,4.1,,,340,212,1
4871,A,Pc,Thuram,Inter,32,27.0,4.2,,,260,159,1
5839,A,A,Kvaratskhelia,Napoli,30,23.0,4.1,,,260,159,1
6675,A,Pc,Dovbyk,Roma,30,,,,,238,145,1
2137,A,Pc,Scamacca,Atalanta,27,25.0,4.0,,,145,83,1
4730,A,A,Lookman,Atalanta,27,28.0,4.2,,,222,134,1
313,A,Pc,Morata,Milan,26,,,,,181,107,1
608,A,Pc,Zapata D.,Torino,26,33.0,3.9,,,172,101,1
5800,A,A,Gudmundsson A.,Fiorentina,26,27.0,4.0,,,170,100,1
4179,A,A,Gonzalez N.,Juventus,24,26.0,3.8,,,102,55,1
4510,A,A,Leao,Milan,24,25.0,4.1,,,200,120,1
6228,A,Pc,Retegui,Atalanta,23,25.0,3.8,,,194,116,1
6226,A,Pc,Castellanos,Lazio,22,26.0,3.5,,,112,62,1
5995,A,A,De Ketelaere,Atalanta,21,23.0,3.9,,,147,85,1
6643,A,Pc,Dallinga,Bologna,21,,,,,94,50,1
2097,A,Pc,Kean,Fiorentina,20,24.0,3.8,,,100,54,1
2038,A,Pc,Pinamonti,Genoa,19,25.0,3.6,,,97,52,1
5734,A,W;A,Soule',Roma,19,21.0,3.7,,,93,49,1
441,A,Pc,Belotti,Como,16,31.0,3.6,,,75,37,1
6434,A,A,Yildiz,Juventus,16,19.0,3.4,,,84,43,1
6435,A,Pc,Krstovic,Lecce,16,24.0,3.4,,,72,35,1
6556,A,A,Noslin,Lazio,16,,,,,73,36,1
6628,A,Pc,Taremi,Inter,16,,,,,70,34,1
6646,A,A,Adams C.,Torino,16,,,,,72,35,1
2475,A,A,Sanchez,Udinese,15,36.0,3.5,,,70,34,1
5079,A,Pc,Pohjanpalo,Venezia,15,,,,,78,39,1
5672,A,Pc,Dia,Lazio,15,28.0,3.4,,,66,31,1
4359,A,Pc,Piccoli,Cagliari,14,23.0,3.4,,,55,24,1
6215,A,Pc,Lucca,Udinese,14,24.0,3.5,,,71,35,1
4923,A,Pc,Colombo,Empoli,13,22.0,3.4,,,55,24,1
2061,A,Pc,Simeone,Napoli,12,29.0,2.9,,,15,1,1
2544,A,Pc,Abraham,Milan,12,27.0,3.5,,,30,8,1
4436,A,A,Cambiaghi,Bologna,12,24.0,3.1,,,20,1,1
5297,A,A,Luvumbo,Cagliari,12,22.0,3.4,,,38,13,1
6164,A,Pc,Vitinha O.,Genoa,12,,,,,79,40,1
6227,A,A,Okafor,Milan,12,24.0,3.3,,,21,2,1
6398,A,W;A,Isaksen,Lazio,12,23.0,3.1,,,25,4,1
6801,A,Pc,Tengstedt,Verona,12,,,,,22,2,1
2012,A,Pc,Milik,Juventus,11,30.0,3.1,,,22,2,1
2369,A,A,Thauvin,Udinese,11,31.0,3.4,,,37,12,1
5471,A,Pc,Djuric,Monza,11,34.0,3.2,,,31,8,1
479,A,Pc,Sanabria,Torino,10,28.0,3.0,,,18,1,1
2155,A,Pc,Cutrone,Como,10,,,,,23,3,1
4371,A,A,Raspadori,Napoli,10,24.0,3.2,,,22,2,1
6207,A,W;A,Almqvist,Parma,10,25.0,3.0,,,18,1,1
6409,A,A,Beltran L.,Fiorentina,10,23.0,3.3,,,34,10,1
6630,A,Pc,Mosquera,Verona,10,,,,,25,4,1
1939,A,Pc,Lapadula,Cagliari,9,34.0,2.9,,,11,1,1
1958,A,A,Caprari,Monza,9,31.0,3.2,,,17,1,1
2438,A,Pc,Jovic,Milan,9,27.0,3.2,,,16,1,1
2765,A,A,Odgaard,Bologna,9,,,,,13,1,1
5506,A,A,Ekuban,Genoa,9,31.0,3.1,,,10,1,1
5882,A,A,Mota,Monza,9,26.0,3.1,,,22,2,1
6145,A,W;A,Ngonge,Napoli,9,24.0,3.1,,,12,1,1
6667,A,A,Benedyczak,Parma,9,,,,,20,1,1
6669,A,Pc,Bonny,Parma,9,,,,,42,15,1
4268,A,Pc,Arnautovic,Inter,8,35.0,3.2,,,20,1,1
5322,A,W;A,Mihaila,Parma,8,,,,,17,1,1
6001,A,W;A,Banda,Lecce,8,23.0,2.9,,,13,1,1
6213,A,A,Brenner,Udinese,8,24.0,3.4,,,26,5,1
6572,A,Pc,Castro S.,Bologna,8,,,,,47,19,1
5500,A,W;A,Cancellieri,Parma,6,22.0,2.9,,,13,1,1
5637,A,Pc,Davis K.,Udinese,6,26.0,3.2,,,8,1,1
6644,A,Pc,Rocha Livramento,Verona,6,,,,,12,1,1
383,A,Pc,Petagna,Monza,5,29.0,3.3,,,13,1,1
5311,A,Pc,Shomurodov,Roma,5,29.0,2.9,,,6,1,1
5881,A,Pc,Gytkjaer,Venezia,5,,,,,10,1,1
6833,A,A,Mbangula,Juventus,5,,,,,17,1,1
6895,A,A,Dominguez B.,Bologna,5,,,,,11,1,1
186,A,A,Rebic,Lecce,4,,,,,7,1,1
2762,A,A,Kouame',Fiorentina,4,27.0,3.0,,,13,1,1
4463,A,A,Esposito Se.,Empoli,4,,,,,15,1,1
6119,A,A,Solbakken,Empoli,4,,,,,12,1,1
6159,A,A,Sarr A.,Verona,4,,,,,7,1,1
6549,A,W;A,Pierotti,Lecce,4,,,,,4,1,1
6653,A,A,Bravo,Udinese,4,,,,,8,1,1
247,A,Pc,Pavoletti,Cagliari,3,36.0,2.7,,,5,1,1
495,A,A,Correa,Inter,3,,,,,7,1,1
2103,A,Pc,Pellegri,Empoli,3,23.0,3.2,,,8,1,1
2489,A,A,Pedro,Lazio,3,37.0,2.8,,,5,1,1
6635,A,Pc,Pizarro,Udinese,3,,,,,7,1,1
306,A,Pc,Cerri,Como,2,,,,,1,1,1
5436,A,Pc,Raimondo,Venezia,2,,,,,2,1,1
6657,A,Pc,Gabrielloni,Como,2,,,,,2,1,1
2325,A,A,Karamoh,Torino,1,26.0,2.7,,,1,1,1
6418,A,Pc,Burnete,Lecce,1,20.0,2.7,,,1,1,1
6490,A,Pc,Cruz,Verona,1,,,,,1,1,1
6519,A,Pc,Camarda,Milan,1,,,,,1,1,1
6565,A,Pc,Ankeye,Genoa,1,,,,,1,1,1
6598,A,Pc,Mutandwa,Cagliari,1,,,,,2,1,1
6603,A,A,Joao Costa,Roma,1,,,,,1,1,1
6648,A,W;A,Jasim,Como,1,,,,,1,1,1
6670,A,Pc,Charpentier,Parma,1,,,,,1,1,1
6822,A,Pc,Ekhator,Genoa,1,,,,,1,1,1
