Id,Role,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,ExpectedMf
4177,D,Pavard,Inter,14,28,4.4,Bisseck,4,40,21.0,6.29,6.24,,,,,,,,,,,,,6.51
513,D,Acerbi,Inter,10,36,4.2,De Vrij,4,28,29.0,6.17,6.5,31.0,6.0,5.97,29.0,5.95,6.31,32.0,6.05,5.94,36.0,6.26,6.43,6.43
5877,D,Carlos Augusto,Inter,9,25,3.8,,4,20,35.0,6.14,6.21,35.0,6.16,6.76,,,,,,,,,,6.2
322,D,De Vrij,Inter,8,32,4.0,Acerbi,3,18,22.0,6.27,6.41,25.0,5.94,5.98,28.0,5.8,5.68,32.0,6.22,6.28,34.0,6.29,6.6,6.35
2525,D,Darmian,Inter,8,35,3.9,Dumfries,4,21,32.0,6.14,6.33,27.0,6.06,6.19,23.0,6.13,6.35,23.0,6.2,6.63,32.0,5.92,5.95,6.27
6217,D,Bisseck,Inter,5,24,3.9,Pavard,3,11,11.0,6.36,7.0,,,,,,,,,,,,,6.4
2194,C,Calhanoglu,Inter,27,30,5.0,,5,163,32.0,6.47,7.7,33.0,6.36,6.74,33.0,6.36,7.2,33.0,6.27,6.85,35.0,6.3,7.24,7.62
1870,C,Barella,Inter,21,27,4.1,Frattesi,4,75,37.0,6.38,6.53,35.0,6.26,6.86,36.0,6.49,6.92,36.0,6.29,6.61,27.0,6.07,6.09,6.53
2848,C,Frattesi,Inter,18,25,4.4,Barella,3,62,28.0,6.27,7.0,36.0,6.26,6.79,36.0,6.08,6.36,0.0,0.0,0.0,,,,6.96
2529,C,Mkhitaryan,Inter,15,35,4.0,Zielinski,4,40,36.0,6.4,6.68,31.0,6.1,6.39,31.0,6.21,6.82,34.0,6.32,7.74,22.0,6.25,7.59,6.6
152,C,Zielinski,Inter,11,30,3.6,Mkhitaryan,3,26,27.0,5.94,6.33,37.0,6.3,6.72,34.0,6.12,6.78,36.0,6.39,7.28,36.0,5.99,6.18,6.3
5719,C,Asllani,Inter,5,22,3.6,,3,14,16.0,6.22,6.5,13.0,5.92,5.85,18.0,6.0,6.17,,,,,,,6.44
6532,C,Buchanan T.,Inter,1,25,2.9,,2,1,7.0,6.07,6.5,,,,,,,,,,,,,6.41
2764,A,Martinez L.,Inter,40,27,4.9,,5,406,33.0,6.65,8.73,37.0,6.42,8.16,33.0,6.38,8.02,38.0,6.46,7.87,35.0,6.21,7.29,8.79
4871,A,Thuram,Inter,33,27,4.4,Taremi,4,260,35.0,6.54,7.81,,,,,,,,,,,,,7.89
6628,A,Taremi,Inter,15,32,3.7,Thuram,3,70,,,,,,,,,,,,,,,,7.08
4268,A,Arnautovic,Inter,8,35,3.2,,3,20,24.0,6.15,6.9,21.0,6.38,7.74,32.0,6.28,7.44,,,,,,,6.55
495,A,Correa,Inter,3,30,3.3,,2,7,0.0,0.0,0.0,23.0,5.93,6.35,26.0,6.06,6.75,28.0,6.0,6.91,30.0,6.27,7.13,7.09
5876,P,Di Gregorio,Juventus,17,27,4.5,,5,100,33.0,6.35,5.47,37.0,6.28,4.99,,,,,,,,,,5.45
218,P,Perin,Juventus,2,32,3.6,,2,3,3.0,6.0,5.67,11.0,6.41,6.05,5.0,6.1,4.7,32.0,6.25,4.83,21.0,6.12,4.29,5.06
1930,P,Pinsoglio,Juventus,1,34,3.4,,1,1,1.0,6.5,6.5,0.0,0.0,0.0,1.0,6.5,5.5,1.0,6.0,5.0,1.0,6.0,6.0,5.04
2788,D,Bremer,Juventus,16,27,4.3,,5,52,36.0,6.24,6.36,30.0,6.05,6.35,33.0,6.39,6.59,33.0,6.08,6.5,27.0,5.78,6.0,6.35
4237,D,Danilo,Juventus,14,33,3.9,Cabal,4,32,28.0,6.09,6.11,37.0,6.2,6.46,21.0,6.14,6.24,34.0,6.29,6.41,22.0,5.77,5.95,6.09
5520,D,Cambiaso,Juventus,10,24,3.9,,5,34,34.0,6.0,6.12,31.0,5.97,6.03,25.0,5.94,6.12,,,,,,,6.13
5831,D,Gatti,Juventus,7,26,3.7,,5,16,32.0,5.97,6.11,16.0,5.94,5.81,,,,,,,,,,6.1
6039,D,Cabal,Juventus,6,23,3.9,Danilo,3,11,19.0,5.82,5.66,9.0,5.89,5.72,,,,,,,,,,6.39
4976,D,Kalulu,Juventus,4,24,3.9,,3,10,7.0,5.86,5.86,32.0,5.75,5.78,24.0,6.33,6.46,10.0,5.65,5.9,,,,6.39
5533,D,Djalo',Juventus,2,24,3.6,,3,4,1.0,6.0,6.0,,,,,,,,,,,,,6.37
6802,D,Savona,Juventus,2,21,3.5,,1,3,,,,,,,,,,,,,,,,6.35
358,D,De Sciglio,Juventus,1,32,3.2,,1,1,1.0,6.0,6.0,17.0,5.76,5.76,16.0,6.06,6.25,1.0,6.0,6.0,7.0,6.0,5.93,6.34
6803,D,Rouhi,Juventus,1,20,3.1,,1,1,,,,,,,,,,,,,,,,6.33
4911,C,Douglas Luiz,Juventus,20,26,4.1,,5,66,,,,,,,,,,,,,,,,6.6
4465,C,Fagioli,Juventus,10,23,3.6,Locatelli,3,18,8.0,6.06,6.25,23.0,6.13,6.59,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,6.46
5562,C,Thuram K.,Juventus,10,23,3.7,,5,25,,,,,,,,,,,,,,,,6.48
827,C,Locatelli,Juventus,8,26,3.3,Fagioli,4,19,35.0,5.83,5.94,31.0,6.15,6.08,29.0,6.16,6.47,34.0,6.28,6.53,33.0,6.24,6.17,5.97
4662,C,Weah,Juventus,7,24,3.2,Gonzalez N.,3,21,25.0,5.92,5.86,,,,,,,,,,,,,5.91
4973,C,Mckennie,Juventus,7,26,3.4,,3,12,33.0,6.2,6.32,15.0,5.7,5.97,19.0,6.18,6.63,33.0,6.17,6.61,,,,6.31
4711,C,Kostic,Juventus,4,32,3.0,,1,7,29.0,5.91,5.98,36.0,6.11,6.6,,,,,,,,,,5.96
6677,C,Adzic,Juventus,1,18,2.8,,1,1,,,,,,,,,,,,,,,,6.34
2841,A,Vlahovic,Juventus,36,24,4.3,,5,354,33.0,6.18,7.42,25.0,6.06,7.16,36.0,6.4,8.35,37.0,6.27,8.01,27.0,5.91,6.46,7.73
4179,A,Gonzalez N.,Juventus,24,26,4.0,Weah,4,102,29.0,6.31,7.4,22.0,6.11,6.86,33.0,6.35,7.11,,,,,,,7.5
2002,A,Chiesa,Juventus,20,27,3.8,,3,65,32.0,6.28,7.17,21.0,6.12,6.6,14.0,6.21,6.79,30.0,6.45,7.43,34.0,6.31,7.15,7.22
6434,A,Yildiz,Juventus,16,19,3.2,,5,75,21.0,6.05,6.29,,,,,,,,,,,,,6.16
2012,A,Milik,Juventus,12,30,3.1,,3,22,24.0,6.0,6.46,27.0,6.09,6.74,,,,0.0,0.0,0.0,26.0,6.1,7.27,6.39
6833,A,Mbangula,Juventus,4,20,2.9,,2,14,,,,,,,,,,,,,,,,6.21
2814,P,Provedel,Lazio,12,30,4.1,,5,60,30.0,6.23,5.13,38.0,6.26,5.46,31.0,6.26,4.48,29.0,6.05,4.24,,,,5.12
6417,P,Furlanetto,Lazio,1,22,3.4,,1,1,,,,,,,,,,,,,,,,5.05
6482,P,Mandas,Lazio,1,23,3.4,,1,1,8.0,6.25,5.5,,,,,,,,,,,,,5.06
460,D,Romagnoli,Lazio,10,29,3.5,,5,26,28.0,5.96,5.8,34.0,6.21,6.29,17.0,6.0,6.0,22.0,5.98,6.0,35.0,6.11,6.14,5.82
5498,D,Casale,Lazio,8,26,4.0,Gila,3,15,19.0,5.68,5.55,29.0,6.0,6.03,34.0,5.85,5.75,,,,,,,6.42
2188,D,Marusic,Lazio,6,32,3.1,Tavares N.,3,10,37.0,5.72,5.73,33.0,6.02,5.92,33.0,5.65,5.65,36.0,5.79,5.94,14.0,6.14,6.54,5.73
2263,D,Lazzari,Lazio,6,31,3.3,,5,12,24.0,5.94,5.9,26.0,6.0,5.77,27.0,5.91,6.3,32.0,6.12,6.34,32.0,6.19,6.16,5.89
5620,D,Tavares N.,Lazio,6,24,3.9,Marusic,4,10,,,,,,,,,,,,,,,,6.39
327,D,Patric,Lazio,5,31,3.9,,3,10,19.0,6.08,6.29,17.0,6.12,6.09,21.0,5.76,5.71,23.0,5.72,5.59,21.0,5.83,5.74,6.38
5833,D,Gila,Lazio,5,24,3.8,Casale,4,8,21.0,6.02,5.93,2.0,5.5,5.5,,,,,,,,,,6.39
140,D,Hysaj,Lazio,4,30,3.7,,2,6,20.0,5.7,5.65,30.0,5.97,6.05,27.0,5.63,5.69,21.0,5.93,5.93,19.0,5.87,6.05,6.37
2728,D,Pellegrini Lu.,Lazio,3,25,3.7,,2,6,17.0,5.79,5.76,3.0,6.17,5.83,17.0,6.09,5.97,11.0,5.59,5.41,24.0,6.04,6.04,6.38
632,C,Zaccagni,Lazio,28,29,4.4,,5,155,28.0,6.23,6.77,35.0,6.54,7.44,30.0,6.3,6.93,35.0,6.3,6.79,33.0,6.11,6.36,6.78
4186,C,Guendouzi,Lazio,10,25,3.4,,5,18,33.0,6.02,6.21,,,,,,,,,,,,,6.22
4377,C,Castrovilli,Lazio,10,27,3.6,Dele-Bashiru,3,17,5.0,6.3,7.3,12.0,6.08,6.54,23.0,6.02,6.11,32.0,5.98,6.39,33.0,6.35,6.53,6.45
5919,C,Tchaouna,Lazio,9,21,3.7,,3,16,29.0,6.07,6.52,,,,,,,,,,,,,6.52
181,C,Vecino,Lazio,7,33,3.8,,3,15,25.0,6.16,6.78,30.0,5.95,6.05,10.0,6.0,6.25,4.0,6.38,7.38,18.0,5.97,6.25,6.68
4459,C,Rovella,Lazio,7,23,3.5,,5,11,21.0,6.12,6.07,25.0,6.1,6.16,20.0,6.1,6.12,18.0,5.83,5.83,2.0,6.0,6.0,6.44
6629,C,Dele-Bashiru,Lazio,6,23,3.7,Castrovilli,4,20,,,,,,,,,,,,,,,,6.46
333,C,Cataldi,Lazio,3,30,3.0,,2,7,22.0,5.98,5.95,28.0,5.98,5.93,30.0,6.03,6.08,13.0,5.73,5.58,16.0,6.09,6.22,5.95
5286,C,Akpa Akpro,Lazio,1,32,2.9,,2,2,14.0,5.82,5.64,24.0,6.04,6.0,6.0,5.33,5.25,25.0,5.96,5.82,,,,6.31
6226,A,Castellanos,Lazio,22,26,3.5,Dia,4,112,31.0,5.87,6.32,,,,,,,,,,,,,6.53
6556,A,Noslin,Lazio,16,25,3.7,Isaksen,4,73,17.0,6.35,7.41,,,,,,,,,,,,,7.13
5672,A,Dia,Lazio,15,28,3.8,Castellanos,3,66,17.0,5.85,6.53,33.0,6.27,7.82,,,,,,,,,,7.28
6398,A,Isaksen,Lazio,11,23,3.3,Noslin,3,25,23.0,6.07,6.46,,,,,,,,,,,,,6.75
2489,A,Pedro,Lazio,3,37,2.5,,2,5,26.0,5.92,6.0,36.0,6.12,6.53,32.0,6.25,7.14,26.0,5.88,6.44,,,,5.68
2134,P,Falcone,Lecce,8,29,3.8,,3,29,38.0,6.25,4.91,38.0,6.25,5.09,10.0,6.45,4.95,,,,2.0,6.0,3.25,4.91
2401,P,Fruchtl,Lecce,1,24,3.4,,1,1,,,,,,,,,,,,,,,,5.06
6523,P,Samooja,Lecce,1,21,3.4,,1,1,0.0,0.0,0.0,,,,,,,,,,,,,5.05
5835,D,Baschirotto,Lecce,9,28,3.3,,5,20,37.0,5.76,5.72,37.0,6.07,6.23,,,,,,,,,,5.75
6257,D,Dorgu,Lecce,8,20,3.6,,4,20,29.0,5.9,6.0,,,,,,,,,,,,,6.02
5867,D,Gendrey,Lecce,6,24,3.6,,4,12,37.0,5.92,6.09,36.0,5.88,5.85,,,,,,,,,,6.09
4502,D,Gallo,Lecce,5,24,3.4,,3,11,34.0,5.94,6.0,31.0,5.82,5.65,,,,,,,0.0,0.0,0.0,6.0
6632,D,Gaspar K.,Lecce,3,27,3.9,,5,12,,,,,,,,,,,,,,,,6.41
6806,D,Pelmard,Lecce,3,24,3.8,,3,7,,,,,,,,,,,,,,,,6.38
6634,C,Tete Morente,Lecce,9,28,3.6,Oudin,4,18,,,,,,,,,,,,,,,,6.44
6645,C,Marchwinski,Lecce,8,22,3.6,Oudin,4,16,,,,,,,,,,,,,,,,6.44
6061,C,Oudin,Lecce,7,28,3.5,Tete Morente,3,12,31.0,6.18,6.48,25.0,5.98,6.3,,,,,,,,,,6.44
5504,C,Coulibaly L.,Lecce,5,28,2.8,,3,9,27.0,5.72,5.65,35.0,6.06,6.23,31.0,5.79,5.74,,,,,,,5.69
6394,C,Ramadani,Lecce,5,28,2.9,,5,10,34.0,5.82,5.72,,,,,,,,,,,,,5.76
6222,C,Rafia,Lecce,4,25,3.0,,3,8,24.0,5.92,5.88,,,,,,,,,,,,,5.92
6633,C,Pierret,Lecce,4,24,3.4,,5,8,,,,,,,,,,,,,,,,6.43
6410,C,Kaba,Lecce,1,23,2.4,,1,1,22.0,5.82,5.73,,,,,,,,,,,,,5.79
6435,A,Krstovic,Lecce,16,24,3.4,,5,72,33.0,5.91,6.3,,,,,,,,,,,,,6.59
6001,A,Banda,Lecce,9,23,3.2,,5,13,21.0,6.07,6.33,32.0,6.05,6.17,,,,,,,,,,6.74
6549,A,Pierotti,Lecce,4,23,3.0,,3,4,7.0,6.07,6.21,,,,,,,,,,,,,6.72
6418,A,Burnete,Lecce,1,20,2.4,,1,1,1.0,6.0,6.0,,,,,,,,,,,,,6.18
4312,P,Maignan,Milan,15,29,3.9,,5,78,29.0,6.05,4.86,22.0,6.16,5.34,32.0,6.27,5.62,,,,,,,4.89
4,P,Sportiello,Milan,1,32,3.4,,1,1,7.0,6.14,4.57,15.0,6.13,4.73,5.0,6.3,5.3,15.0,6.23,5.03,6.0,6.17,5.33,5.05
6505,P,Nava,Milan,1,20,3.4,,1,1,1.0,5.5,4.5,,,,,,,,,,,,,5.04
6813,P,Torriani,Milan,1,19,3.3,,1,1,,,,,,,,,,,,,,,,5.03
4292,D,Hernandez T.,Milan,20,27,4.5,,5,80,32.0,6.17,6.45,32.0,6.11,6.41,32.0,6.3,6.69,33.0,6.21,6.86,33.0,6.33,6.73,6.45
4751,D,Tomori,Milan,14,27,4.2,,5,41,25.0,6.0,6.32,33.0,6.08,6.09,31.0,6.29,6.23,17.0,6.26,6.44,,,,6.31
4816,D,Emerson Royal,Milan,12,25,4.4,Calabria,4,39,,,,,,,,,,,,,,,,6.51
5022,D,Pavlovic,Milan,10,23,4.3,Gabbia,4,29,,,,,,,,,,,,,,,,6.46
357,D,Calabria,Milan,7,28,3.5,Emerson Royal,3,13,29.0,5.95,6.03,23.0,5.96,6.09,26.0,6.15,6.42,32.0,6.23,6.28,23.0,5.76,5.8,6.02
4401,D,Gabbia,Milan,4,25,3.8,Pavlovic,3,9,17.0,6.06,6.26,9.0,5.5,5.39,7.0,5.57,5.36,6.0,6.0,5.83,9.0,5.83,5.78,6.39
6055,D,Thiaw,Milan,3,23,3.9,,3,10,20.0,5.68,5.4,19.0,5.92,5.79,,,,,,,,,,6.39
5812,D,Terracciano F.,Milan,1,21,3.2,,1,1,19.0,5.89,5.89,13.0,6.08,6.12,,,,,,,,,,6.34
2423,C,Pulisic,Milan,29,26,5.0,,5,180,36.0,6.33,7.5,,,,,,,,,,,,,7.47
4199,C,Loftus-Cheek,Milan,19,28,4.1,Reijnders,4,51,29.0,6.12,6.69,,,,,,,,,,,,,6.65
6224,C,Reijnders,Milan,12,26,3.7,Chukwueze,3,30,36.0,6.12,6.38,,,,,,,,,,,,,6.38
4856,C,Chukwueze,Milan,11,25,3.8,Reijnders,4,35,20.0,6.02,6.25,,,,,,,,,,,,,6.51
2818,C,Bennacer,Milan,8,27,3.6,Fofana Y.,3,15,18.0,6.08,6.47,28.0,6.23,6.46,28.0,6.27,6.41,21.0,5.74,5.69,31.0,6.03,5.9,6.44
4686,C,Fofana Y.,Milan,8,25,3.6,Bennacer,4,19,,,,,,,,,,,,,,,,6.46
4892,C,Saelemaekers,Milan,5,25,3.5,,3,12,30.0,6.08,6.47,29.0,5.91,6.17,34.0,6.01,6.16,32.0,5.94,6.14,12.0,6.0,6.08,6.45
5295,C,Musah,Milan,5,22,3.0,,3,10,25.0,5.92,5.86,,,,,,,,,,,,,5.92
5875,C,Adli,Milan,5,24,3.5,,3,10,21.0,5.98,6.14,4.0,5.62,5.5,,,,,,,,,,6.44
6524,C,Zeroli,Milan,1,19,2.8,,1,1,,,,,,,,,,,,,,,,6.36
6678,C,Liberali,Milan,1,17,2.8,,1,1,,,,,,,,,,,,,,,,6.31
313,A,Morata,Milan,27,32,4.0,,5,181,,,,,,,35.0,6.1,6.91,30.0,6.15,7.4,,,,7.35
4510,A,Leao,Milan,24,25,4.2,,5,200,33.0,6.39,7.41,34.0,6.47,7.9,34.0,6.63,7.84,29.0,6.02,6.78,27.0,6.07,6.78,7.6
6227,A,Okafor,Milan,12,24,3.5,,4,21,24.0,6.21,7.02,,,,,,,,,,,,,7.21
2438,A,Jovic,Milan,9,27,3.5,,3,16,19.0,5.89,6.79,27.0,5.98,6.56,,,,,,,,,,7.14
6519,A,Camarda,Milan,1,16,2.0,,1,1,0.0,0.0,0.0,,,,,,,,,,,,,5.34
4867,P,Turati,Monza,8,23,3.3,,5,23,31.0,6.19,4.42,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.25,4.25,4.48
6682,P,Pizzignacco,Monza,2,22,3.8,,1,15,,,,,,,,,,,,,,,,5.08
2178,P,Cragno,Monza,1,30,3.4,,1,1,3.0,6.0,3.67,1.0,5.0,2.0,35.0,6.24,4.57,34.0,6.37,4.79,16.0,6.47,5.31,5.06
5853,P,Sorrentino A.,Monza,1,22,3.4,,1,1,7.0,6.0,3.71,0.0,0.0,0.0,,,,,,,,,,5.05
226,D,Izzo,Monza,7,32,3.9,,5,11,20.0,5.82,5.62,29.0,6.03,5.97,9.0,5.83,5.61,25.0,5.96,6.14,31.0,5.79,5.74,6.38
4904,D,Mari',Monza,7,31,3.4,,5,15,33.0,5.98,5.88,29.0,5.93,5.97,15.0,6.27,6.57,,,,,,,5.88
4530,D,Kyriakopoulos,Monza,6,28,3.4,,5,13,27.0,5.87,5.93,21.0,6.05,6.21,25.0,5.88,5.92,21.0,5.79,5.86,23.0,6.0,6.0,5.93
729,D,Pereira P.,Monza,5,27,3.8,,3,8,19.0,5.76,5.74,0.0,0.0,0.0,,,,34.0,5.72,5.75,,,,6.39
4925,D,Carboni A.,Monza,5,23,3.8,,3,8,21.0,5.88,6.0,3.0,5.33,5.33,28.0,5.64,5.46,14.0,5.64,5.64,6.0,5.5,5.0,6.38
4958,D,Caldirola,Monza,5,33,3.1,,4,8,29.0,5.79,5.78,30.0,5.93,6.03,,,,22.0,5.75,5.91,,,,5.77
5838,D,Birindelli,Monza,5,25,3.2,,5,8,32.0,6.0,5.89,30.0,5.83,5.77,,,,,,,,,,5.9
253,D,D'Ambrosio,Monza,3,36,2.8,,3,5,24.0,5.79,5.69,13.0,5.96,5.96,15.0,6.23,6.47,8.0,6.06,7.12,18.0,6.08,6.58,5.68
2737,D,Bettella,Monza,2,24,3.5,,1,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6.37
2741,C,Pessina,Monza,12,27,3.8,,5,36,37.0,6.07,6.46,35.0,6.14,6.57,24.0,5.9,6.06,26.0,6.23,6.46,34.0,6.04,6.56,6.44
4896,C,Maldini,Monza,9,23,3.7,,4,21,16.0,6.19,6.97,15.0,6.07,6.43,3.0,6.33,7.17,0.0,0.0,0.0,1.0,6.0,6.0,6.47
1978,C,Sensi,Monza,7,29,3.6,,3,16,1.0,6.5,6.5,27.0,6.02,6.26,14.0,5.93,6.11,16.0,6.0,5.91,12.0,6.29,7.04,6.42
2274,C,Valoti,Monza,6,31,3.5,,3,13,0.0,0.0,0.0,7.0,5.71,5.71,,,,,,,25.0,5.94,6.2,6.37
6592,C,Forson O.,Monza,6,20,3.5,,3,13,,,,,,,,,,,,,,,,6.41
801,C,Gagliardini,Monza,5,30,3.0,,4,9,32.0,5.88,5.92,13.0,5.62,5.46,15.0,6.1,6.57,22.0,6.05,6.5,24.0,5.94,6.33,5.92
5880,C,Ciurria,Monza,5,29,3.0,,3,8,22.0,5.86,5.86,35.0,6.19,6.81,,,,,,,,,,5.88
5992,C,Bondo,Monza,4,21,2.8,,3,5,25.0,5.84,5.78,2.0,5.75,5.5,,,,,,,,,,5.85
666,C,Machin,Monza,2,28,3.2,,2,4,8.0,5.94,5.81,21.0,5.9,5.9,,,,,,,0.0,0.0,0.0,6.4
5879,C,Vignato S.,Monza,2,20,3.2,,1,5,8.0,6.0,6.25,2.0,6.25,6.75,,,,,,,,,,6.39
5471,A,Djuric,Monza,12,34,3.2,,4,31,36.0,6.08,6.67,24.0,5.98,6.06,32.0,6.05,6.55,,,,,,,6.39
5882,A,Mota,Monza,10,26,3.2,,4,22,33.0,6.0,6.41,29.0,6.09,6.64,,,,,,,,,,6.57
1958,A,Caprari,Monza,9,31,3.4,,3,17,5.0,5.9,5.9,36.0,6.03,6.4,34.0,6.54,7.75,30.0,6.0,6.52,26.0,5.94,6.42,7.05
383,A,Petagna,Monza,5,29,3.4,,3,13,15.0,5.8,6.0,31.0,6.05,6.56,13.0,6.04,6.77,16.0,6.16,7.09,36.0,5.93,6.72,7.15
572,P,Meret,Napoli,14,27,4.0,,5,72,31.0,6.06,4.97,34.0,6.18,5.56,7.0,5.86,5.0,22.0,6.2,4.89,22.0,6.16,4.8,4.99
4360,P,Caprile,Napoli,2,23,3.7,,1,4,23.0,6.26,5.22,,,,,,,,,,,,,5.19
2845,P,Contini,Napoli,1,28,3.4,,1,1,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.07
2816,D,Di Lorenzo,Napoli,17,31,4.2,,5,72,36.0,6.07,6.21,37.0,6.26,6.58,33.0,6.2,6.36,36.0,5.97,6.15,33.0,5.88,6.17,6.22
2724,D,Buongiorno,Napoli,16,25,4.5,,5,57,29.0,6.31,6.5,34.0,6.12,6.15,18.0,5.86,5.81,12.0,5.67,5.5,0.0,0.0,0.0,6.49
1852,D,Spinazzola,Napoli,13,31,4.1,Olivera,5,41,23.0,6.09,6.3,26.0,6.04,6.25,2.0,6.25,6.0,25.0,6.2,6.52,22.0,6.25,6.43,6.27
4409,D,Rrahmani,Napoli,10,30,3.8,,5,26,30.0,5.93,6.15,28.0,6.14,6.36,33.0,6.27,6.56,14.0,6.14,6.29,36.0,5.94,5.9,6.13
6638,D,Marin R.,Napoli,8,28,4.1,Spinazzola,3,18,,,,,,,,,,,,,,,,6.43
5840,D,Olivera,Napoli,7,27,3.5,,3,18,22.0,5.82,5.89,24.0,6.02,6.27,,,,,,,,,,5.9
256,D,Juan Jesus,Napoli,5,33,2.9,,3,6,24.0,5.69,5.67,12.0,6.08,6.25,15.0,6.03,6.07,4.0,5.75,5.75,3.0,5.0,4.67,5.67
5481,D,Mazzocchi,Napoli,4,29,3.1,,4,12,25.0,5.68,5.64,27.0,6.17,6.46,32.0,5.84,5.83,,,,,,,5.66
142,D,Mario Rui,Napoli,3,33,3.7,,2,6,19.0,5.82,5.74,22.0,6.11,6.25,34.0,6.03,6.07,24.0,5.92,5.9,23.0,5.85,5.74,6.35
536,C,Politano,Napoli,23,31,4.3,Neres,3,70,37.0,6.19,6.89,23.0,6.22,6.54,31.0,6.13,6.5,36.0,6.22,7.01,22.0,5.93,6.27,6.83
6831,C,Neres,Napoli,20,27,4.1,Politano,4,77,,,,,,,,,,,,,,,,6.63
4220,C,Zambo Anguissa,Napoli,10,29,3.2,,5,19,33.0,5.82,5.85,36.0,6.25,6.6,23.0,6.28,6.22,,,,,,,5.87
4287,C,Lobotka,Napoli,9,30,3.2,,5,16,38.0,5.93,5.91,38.0,6.26,6.34,21.0,6.29,6.38,5.0,6.0,5.8,13.0,6.12,6.12,5.92
4364,C,Gaetano,Napoli,9,24,3.5,,3,10,17.0,6.12,6.88,4.0,6.12,6.88,,,,,,,0.0,0.0,0.0,6.44
6252,C,Folorunsho,Napoli,7,26,3.5,,3,15,33.0,6.0,6.41,,,,,,,,,,,,,6.39
5998,C,Zerbin,Napoli,2,25,3.2,,2,4,16.0,5.78,5.78,4.0,5.75,5.62,,,,,,,,,,6.42
4661,A,Osimhen,Napoli,34,26,4.5,,5,362,25.0,6.36,7.88,32.0,6.73,9.14,27.0,6.48,7.98,24.0,6.33,7.58,,,,8.06
5839,A,Kvaratskhelia,Napoli,28,23,4.2,,5,260,34.0,6.25,7.25,34.0,6.62,7.96,,,,,,,,,,7.57
2061,A,Simeone,Napoli,11,29,3.5,,3,15,17.0,5.74,5.82,12.0,6.29,7.33,35.0,6.17,7.54,29.0,5.71,6.34,37.0,6.01,7.01,7.15
4371,A,Raspadori,Napoli,10,24,3.3,,3,22,33.0,5.98,6.44,23.0,5.89,6.22,36.0,6.07,6.89,20.0,6.28,7.15,7.0,6.21,7.07,6.69
6145,A,Ngonge,Napoli,9,24,3.4,,3,12,28.0,6.14,6.86,13.0,6.04,6.73,,,,,,,,,,7.06
6439,A,Cheddira,Napoli,9,26,3.4,,2,20,31.0,6.05,6.76,,,,,,,,,,,,,6.88
6641,P,Suzuki,Parma,7,22,3.9,,5,22,,,,,,,,,,,,,,,,5.1
6661,P,Chichizola,Parma,1,34,3.4,,1,1,,,,,,,,,,,,,,,,5.04
6662,P,Corvi,Parma,1,23,3.4,,1,1,,,,,,,,,,,,,,,,5.06
5862,D,Valeri,Parma,6,25,3.9,,5,11,15.0,5.6,5.57,37.0,6.08,6.31,,,,,,,,,,6.4
6664,D,Delprato,Parma,6,24,4.0,,5,14,,,,,,,,,,,,,,,,6.41
6663,D,Circati,Parma,5,21,3.8,,5,8,,,,,,,,,,,,,,,,6.36
5327,D,Osorio,Parma,4,30,3.7,,3,6,,,,,,,,,,22.0,5.61,5.57,,,,6.37
5307,D,Valenti,Parma,3,25,3.7,,3,5,,,,,,,,,,9.0,5.44,5.44,,,,6.38
6665,D,Coulibaly W.,Parma,3,25,4.0,,4,14,,,,,,,,,,,,,,,,6.41
5353,D,Balogh,Parma,2,22,3.2,,3,1,,,,,,,,,,3.0,5.83,5.67,,,,6.35
2203,D,Di Chiara,Parma,1,31,3.2,,1,1,,,,,,,,,,,,,,,,6.35
5393,C,Man,Parma,20,26,4.3,,5,107,,,,,,,,,,11.0,6.09,6.68,,,,6.72
6666,C,Bernabe',Parma,14,23,3.9,,5,45,,,,,,,,,,,,,,,,6.54
4423,C,Hernani,Parma,6,30,3.4,,4,11,,,,,,,14.0,5.64,5.64,31.0,5.89,6.48,32.0,5.98,5.95,6.38
5319,C,Sohm,Parma,6,23,3.5,,4,13,,,,,,,,,,17.0,5.65,5.79,,,,6.44
5290,C,Estevez,Parma,4,29,3.4,,3,10,,,,,,,,,,27.0,5.87,5.85,,,,6.4
2357,C,Cyprien,Parma,2,29,3.0,,2,2,,,,,,,,,,10.0,5.7,5.6,,,,6.37
5421,C,Camara D.,Parma,2,22,2.8,,1,1,,,,,,,,,,0.0,0.0,0.0,,,,6.4
6667,A,Benedyczak,Parma,10,24,3.4,,3,20,,,,,,,,,,,,,,,,6.89
6207,A,Almqvist,Parma,9,25,3.1,,3,18,30.0,5.98,6.13,,,,,,,,,,,,,6.36
6669,A,Bonny,Parma,9,21,3.3,,4,42,,,,,,,,,,,,,,,,6.47
5322,A,Mihaila,Parma,8,24,3.3,,4,17,,,,,,,2.0,5.5,5.5,14.0,6.14,6.79,,,,6.89
