Id,Role,Role_M,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,ExpectedMf
1926,P,Por,Di Gennaro,Inter,1,31,,,,1,1.0,6.5,6.5,,,,,,,,,,,,,4.92
254,D,E,Dimarco,Inter,24,27,,,,101,30.0,6.48,7.18,33.0,6.21,6.7,25.0,6.12,6.34,35.0,6.14,6.57,8.0,6.0,5.94,7.16
2120,D,Dc,Bastoni,Inter,16,25,,,,50,28.0,6.32,6.45,29.0,6.12,6.14,31.0,6.21,6.31,33.0,6.11,6.08,25.0,5.98,6.04,6.47
5513,D,E,Dumfries,Inter,16,28,,,,45,30.0,6.1,6.53,34.0,5.91,6.0,32.0,6.22,6.77,,,,,,,6.45
4177,D,Dd;Dc,Pavard,Inter,14,28,,,,40,21.0,6.29,6.24,,,,,,,,,,,,,6.19
513,D,Dc,Acerbi,Inter,10,36,,,,28,29.0,6.17,6.5,31.0,6.0,5.97,29.0,5.95,6.31,32.0,6.05,5.94,36.0,6.26,6.43,6.33
2525,D,B;Dd;E,Darmian,Inter,9,35,,,,21,32.0,6.14,6.33,27.0,6.06,6.19,23.0,6.13,6.35,23.0,6.2,6.63,32.0,5.92,5.95,6.16
5877,D,E,Carlos Augusto,Inter,9,25,,,,20,35.0,6.14,6.21,35.0,6.16,6.76,,,,,,,,,,6.16
322,D,Dc,De Vrij,Inter,7,32,,,,18,22.0,6.27,6.41,25.0,5.94,5.98,28.0,5.8,5.68,32.0,6.22,6.28,34.0,6.29,6.6,6.2
6217,D,Dc,Bisseck,Inter,4,24,,,,11,11.0,6.36,7.0,,,,,,,,,,,,,5.96
6874,D,Dc,Palacios T.,Inter,3,21,,,,6,,,,,,,,,,,,,,,,5.92
2194,C,M;C,Calhanoglu,Inter,28,30,,,,163,32.0,6.47,7.7,33.0,6.36,6.74,33.0,6.36,7.2,33.0,6.27,6.85,35.0,6.3,7.24,7.75
1870,C,C,Barella,Inter,21,27,,,,75,37.0,6.38,6.53,35.0,6.26,6.86,36.0,6.49,6.92,36.0,6.29,6.61,27.0,6.07,6.09,6.8
2848,C,C;T,Frattesi,Inter,18,25,,,,62,28.0,6.27,7.0,36.0,6.26,6.79,36.0,6.08,6.36,0.0,0.0,0.0,,,,6.97
2529,C,C,Mkhitaryan,Inter,15,35,,,,39,36.0,6.4,6.68,31.0,6.1,6.39,31.0,6.21,6.82,34.0,6.32,7.74,22.0,6.25,7.59,6.57
152,C,C;T,Zielinski,Inter,10,30,,,,26,27.0,5.94,6.33,37.0,6.3,6.72,34.0,6.12,6.78,36.0,6.39,7.28,36.0,5.99,6.18,6.35
5719,C,M;C,Asllani,Inter,4,22,,,,14,16.0,6.22,6.5,13.0,5.92,5.85,18.0,6.0,6.17,,,,,,,6.28
6532,C,E;W,Buchanan T.,Inter,1,25,,,,1,7.0,6.07,6.5,,,,,,,,,,,,,6.15
2764,A,Pc,Martinez L.,Inter,39,27,,,,406,33.0,6.65,8.73,37.0,6.42,8.16,33.0,6.38,8.02,38.0,6.46,7.87,35.0,6.21,7.29,8.39
4871,A,Pc,Thuram,Inter,32,27,,,,260,35.0,6.54,7.81,,,,,,,,,,,,,7.64
6628,A,Pc,Taremi,Inter,16,32,,,,70,,,,,,,,,,,,,,,,6.78
4268,A,Pc,Arnautovic,Inter,8,35,,,,20,24.0,6.15,6.9,21.0,6.38,7.74,32.0,6.28,7.44,,,,,,,6.59
495,A,A,Correa,Inter,3,30,,,,7,0.0,0.0,0.0,23.0,5.93,6.35,26.0,6.06,6.75,28.0,6.0,6.91,30.0,6.27,7.13,6.74
5876,P,Por,Di Gregorio,Juventus,18,27,,,,100,33.0,6.35,5.47,37.0,6.28,4.99,,,,,,,,,,5.43
218,P,Por,Perin,Juventus,2,32,,,,3,3.0,6.0,5.67,11.0,6.41,6.05,5.0,6.1,4.7,32.0,6.25,4.83,21.0,6.12,4.29,4.96
1930,P,Por,Pinsoglio,Juventus,1,34,,,,1,1.0,6.5,6.5,0.0,0.0,0.0,1.0,6.5,5.5,1.0,6.0,5.0,1.0,6.0,6.0,5.04
2788,D,Dc,Bremer,Juventus,16,27,,,,57,36.0,6.24,6.36,30.0,6.05,6.35,33.0,6.39,6.59,33.0,6.08,6.5,27.0,5.78,6.0,6.48
4237,D,B;Dd;Ds,Danilo,Juventus,13,33,,,,29,28.0,6.09,6.11,37.0,6.2,6.46,21.0,6.14,6.24,34.0,6.29,6.41,22.0,5.77,5.95,6.08
5520,D,Dd;Ds;E,Cambiaso,Juventus,10,24,,,,35,34.0,6.0,6.12,31.0,5.97,6.03,25.0,5.94,6.12,,,,,,,6.14
5831,D,Dc,Gatti,Juventus,8,26,,,,16,32.0,5.97,6.11,16.0,5.94,5.81,,,,,,,,,,6.03
6039,D,B;Ds;E,Cabal,Juventus,6,23,,,,15,19.0,5.82,5.66,9.0,5.89,5.72,,,,,,,,,,5.82
4976,D,Dd;Dc,Kalulu,Juventus,4,24,,,,12,7.0,5.86,5.86,32.0,5.75,5.78,24.0,6.33,6.46,10.0,5.65,5.9,,,,5.97
6802,D,B;Dd;E,Savona,Juventus,4,21,,,,10,,,,,,,,,,,,,,,,5.93
5533,D,Dd;Dc,Djalo',Juventus,2,24,,,,4,1.0,6.0,6.0,,,,,,,,,,,,,5.93
6803,D,Ds;E,Rouhi,Juventus,1,20,,,,1,,,,,,,,,,,,,,,,5.95
5685,C,T,Koopmeiners,Juventus,28,26,,,,160,34.0,6.4,7.53,33.0,6.36,7.14,28.0,6.3,6.62,,,,,,,7.47
4911,C,C,Douglas Luiz,Juventus,20,26,,,,66,,,,,,,,,,,,,,,,6.83
6884,C,W;A,Conceicao,Juventus,11,22,,,,24,,,,,,,,,,,,,,,,6.36
4465,C,C;T,Fagioli,Juventus,10,23,,,,18,8.0,6.06,6.25,23.0,6.13,6.59,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,6.38
5562,C,M;C,Thuram K.,Juventus,10,23,,,,25,,,,,,,,,,,,,,,,6.19
827,C,M;C,Locatelli,Juventus,9,26,,,,19,35.0,5.83,5.94,31.0,6.15,6.08,29.0,6.16,6.47,34.0,6.28,6.53,33.0,6.24,6.17,6.02
4662,C,W,Weah,Juventus,7,24,,,,21,25.0,5.92,5.86,,,,,,,,,,,,,6.07
4973,C,M;C,McKennie,Juventus,6,26,,,,12,33.0,6.2,6.32,15.0,5.7,5.97,19.0,6.18,6.63,33.0,6.17,6.61,,,,6.17
4711,C,E;W,Kostic,Juventus,4,32,,,,7,29.0,5.91,5.98,36.0,6.11,6.6,,,,,,,,,,5.89
6677,C,T,Adzic,Juventus,1,18,,,,1,,,,,,,,,,,,,,,,6.19
2841,A,Pc,Vlahovic,Juventus,38,24,,,,383,33.0,6.18,7.42,25.0,6.06,7.16,36.0,6.4,8.35,37.0,6.27,8.01,27.0,5.91,6.46,7.73
4179,A,A,Gonzalez N.,Juventus,24,26,,,,102,29.0,6.31,7.4,22.0,6.11,6.86,33.0,6.35,7.11,,,,,,,7.19
6434,A,A,Yildiz,Juventus,16,19,,,,84,21.0,6.05,6.29,,,,,,,,,,,,,6.57
2012,A,Pc,Milik,Juventus,11,30,,,,22,24.0,6.0,6.46,27.0,6.09,6.74,,,,0.0,0.0,0.0,26.0,6.1,7.27,6.45
6833,A,A,Mbangula,Juventus,5,20,,,,17,,,,,,,,,,,,,,,,6.92
2814,P,Por,Provedel,Lazio,12,30,,,,60,30.0,6.23,5.13,38.0,6.26,5.46,31.0,6.26,4.48,29.0,6.05,4.24,,,,5.16
6417,P,Por,Furlanetto,Lazio,1,22,,,,1,,,,,,,,,,,,,,,,4.88
6482,P,Por,Mandas,Lazio,1,23,,,,1,8.0,6.25,5.5,,,,,,,,,,,,,4.86
460,D,Dc,Romagnoli,Lazio,10,29,,,,26,28.0,5.96,5.8,34.0,6.21,6.29,17.0,6.0,6.0,22.0,5.98,6.0,35.0,6.11,6.14,5.96
5899,D,Dc,Gigot,Lazio,8,30,,,,19,,,,,,,,,,,,,,,,6.05
2188,D,Dd;Ds;E,Marusic,Lazio,6,32,,,,10,37.0,5.72,5.73,33.0,6.02,5.92,33.0,5.65,5.65,36.0,5.79,5.94,14.0,6.14,6.54,5.76
2263,D,Dd;E,Lazzari,Lazio,6,31,,,,12,24.0,5.94,5.9,26.0,6.0,5.77,27.0,5.91,6.3,32.0,6.12,6.34,32.0,6.19,6.16,5.86
5620,D,Ds;E,Tavares N.,Lazio,6,24,,,,10,,,,,,,,,,,,,,,,6.03
327,D,Dd;Dc,Patric,Lazio,5,31,,,,10,19.0,6.08,6.29,17.0,6.12,6.09,21.0,5.76,5.71,23.0,5.72,5.59,21.0,5.83,5.74,6.05
140,D,Dd;Ds;E,Hysaj,Lazio,4,30,,,,6,20.0,5.7,5.65,30.0,5.97,6.05,27.0,5.63,5.69,21.0,5.93,5.93,19.0,5.87,6.05,5.72
5833,D,Dc,Gila,Lazio,4,24,,,,11,21.0,6.02,5.93,2.0,5.5,5.5,,,,,,,,,,5.9
2728,D,Ds;E,Pellegrini Lu.,Lazio,3,25,,,,6,17.0,5.79,5.76,3.0,6.17,5.83,17.0,6.09,5.97,11.0,5.59,5.41,24.0,6.04,6.04,5.8
632,C,W;A,Zaccagni,Lazio,27,29,,,,155,28.0,6.23,6.77,35.0,6.54,7.44,30.0,6.3,6.93,35.0,6.3,6.79,33.0,6.11,6.36,6.99
4186,C,C,Guendouzi,Lazio,10,25,,,,18,33.0,6.02,6.21,,,,,,,,,,,,,6.28
4377,C,C;T,Castrovilli,Lazio,9,27,,,,17,5.0,6.3,7.3,12.0,6.08,6.54,23.0,6.02,6.11,32.0,5.98,6.39,33.0,6.35,6.53,6.53
5919,C,W,Tchaouna,Lazio,9,21,,,,16,29.0,6.07,6.52,,,,,,,,,,,,,6.39
181,C,M;C,Vecino,Lazio,7,33,,,,15,25.0,6.16,6.78,30.0,5.95,6.05,10.0,6.0,6.25,4.0,6.38,7.38,18.0,5.97,6.25,6.4
4459,C,M;C,Rovella,Lazio,7,23,,,,11,21.0,6.12,6.07,25.0,6.1,6.16,20.0,6.1,6.12,18.0,5.83,5.83,2.0,6.0,6.0,6.05
6629,C,C;T,Dele-Bashiru,Lazio,6,23,,,,20,,,,,,,,,,,,,,,,6.4
5286,C,M;C,Akpa Akpro,Lazio,1,32,,,,2,14.0,5.82,5.64,24.0,6.04,6.0,6.0,5.33,5.25,25.0,5.96,5.82,,,,5.99
6226,A,Pc,Castellanos,Lazio,22,26,,,,112,31.0,5.87,6.32,,,,,,,,,,,,,6.61
6556,A,A,Noslin,Lazio,16,25,,,,73,17.0,6.35,7.41,,,,,,,,,,,,,7.12
5672,A,Pc,Dia,Lazio,15,28,,,,66,17.0,5.85,6.53,33.0,6.27,7.82,,,,,,,,,,6.6
6398,A,W;A,Isaksen,Lazio,12,23,,,,25,23.0,6.07,6.46,,,,,,,,,,,,,6.38
2489,A,A,Pedro,Lazio,3,37,,,,5,26.0,5.92,6.0,36.0,6.12,6.53,32.0,6.25,7.14,26.0,5.88,6.44,,,,6.28
2134,P,Por,Falcone,Lecce,8,29,,,,29,38.0,6.25,4.91,38.0,6.25,5.09,10.0,6.45,4.95,,,,2.0,6.0,3.25,4.95
2401,P,Por,Fruchtl,Lecce,1,24,,,,1,,,,,,,,,,,,,,,,4.84
6523,P,Por,Samooja,Lecce,1,21,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,4.9
5835,D,Dd;Dc,Baschirotto,Lecce,8,28,,,,20,37.0,5.76,5.72,37.0,6.07,6.23,,,,,,,,,,5.84
6257,D,Ds;E,Dorgu,Lecce,8,20,,,,20,29.0,5.9,6.0,,,,,,,,,,,,,6.01
4502,D,Ds;E,Gallo,Lecce,5,24,,,,11,34.0,5.94,6.0,31.0,5.82,5.65,,,,,,,0.0,0.0,0.0,5.95
5626,D,B;Dd;Ds,Guilbert,Lecce,5,30,,,,8,,,,,,,,,,,,,,,,6.07
6632,D,Dc,Gaspar K.,Lecce,3,27,,,,12,,,,,,,,,,,,,,,,5.98
6806,D,Dd;Ds;Dc,Pelmard,Lecce,3,24,,,,7,,,,,,,,,,,,,,,,5.94
2192,D,Dc,Bonifazi,Lecce,2,28,,,,4,6.0,5.75,5.75,13.0,5.73,5.65,17.0,5.65,5.41,28.0,5.88,5.8,17.0,5.56,5.85,5.92
6883,D,Dc,Jean,Lecce,2,24,,,,3,,,,,,,,,,,,,,,,5.9
6634,C,W,Tete Morente,Lecce,8,28,,,,18,,,,,,,,,,,,,,,,6.38
6645,C,T,Marchwinski,Lecce,7,22,,,,16,,,,,,,,,,,,,,,,6.48
6061,C,W;T,Oudin,Lecce,6,28,,,,12,31.0,6.18,6.48,25.0,5.98,6.3,,,,,,,,,,6.34
5504,C,M;C,Coulibaly L.,Lecce,5,28,,,,9,27.0,5.72,5.65,35.0,6.06,6.23,31.0,5.79,5.74,,,,,,,5.81
6394,C,M;C,Ramadani,Lecce,5,28,,,,10,34.0,5.82,5.72,,,,,,,,,,,,,5.85
6222,C,C;T,Rafia,Lecce,4,25,,,,8,24.0,5.92,5.88,,,,,,,,,,,,,6.05
6633,C,M;C,Pierret,Lecce,4,24,,,,8,,,,,,,,,,,,,,,,6.09
6410,C,M;C,Kaba,Lecce,1,23,,,,1,22.0,5.82,5.73,,,,,,,,,,,,,5.82
6903,C,C;T,Hasa,Lecce,1,20,,,,1,,,,,,,,,,,,,,,,6.07
6435,A,Pc,Krstovic,Lecce,16,24,,,,72,33.0,5.91,6.3,,,,,,,,,,,,,6.55
6001,A,W;A,Banda,Lecce,8,23,,,,13,21.0,6.07,6.33,32.0,6.05,6.17,,,,,,,,,,6.28
186,A,A,Rebic,Lecce,4,31,,,,7,,,,18.0,5.86,6.39,22.0,6.07,6.39,27.0,6.19,7.44,22.0,6.3,7.8,6.74
6549,A,W;A,Pierotti,Lecce,4,23,,,,4,7.0,6.07,6.21,,,,,,,,,,,,,6.3
6418,A,Pc,Burnete,Lecce,1,20,,,,1,1.0,6.0,6.0,,,,,,,,,,,,,6.78
4312,P,Por,Maignan,Milan,14,29,,,,78,29.0,6.05,4.86,22.0,6.16,5.34,32.0,6.27,5.62,,,,,,,5.07
4,P,Por,Sportiello,Milan,1,32,,,,1,7.0,6.14,4.57,15.0,6.13,4.73,5.0,6.3,5.3,15.0,6.23,5.03,6.0,6.17,5.33,4.95
6505,P,Por,Nava,Milan,1,20,,,,1,1.0,5.5,4.5,,,,,,,,,,,,,4.93
6813,P,Por,Torriani,Milan,1,19,,,,1,,,,,,,,,,,,,,,,4.97
4292,D,Ds;E,Hernandez T.,Milan,20,27,,,,80,32.0,6.17,6.45,32.0,6.11,6.41,32.0,6.3,6.69,33.0,6.21,6.86,33.0,6.33,6.73,6.46
4751,D,Dc,Tomori,Milan,13,27,,,,41,25.0,6.0,6.32,33.0,6.08,6.09,31.0,6.29,6.23,17.0,6.26,6.44,,,,6.33
4816,D,B;Dd;Ds,Emerson Royal,Milan,11,25,,,,39,,,,,,,,,,,,,,,,6.1
5022,D,Dc,Pavlovic,Milan,10,23,,,,29,,,,,,,,,,,,,,,,6.1
357,D,Dd;E,Calabria,Milan,6,28,,,,13,29.0,5.95,6.03,23.0,5.96,6.09,26.0,6.15,6.42,32.0,6.23,6.28,23.0,5.76,5.8,5.96
4401,D,Dc,Gabbia,Milan,4,25,,,,9,17.0,6.06,6.26,9.0,5.5,5.39,7.0,5.57,5.36,6.0,6.0,5.83,9.0,5.83,5.78,6.05
6055,D,Dc,Thiaw,Milan,3,23,,,,10,20.0,5.68,5.4,19.0,5.92,5.79,,,,,,,,,,5.63
5812,D,Dd;E,Terracciano F.,Milan,1,21,,,,1,19.0,5.89,5.89,13.0,6.08,6.12,,,,,,,,,,5.89
2423,C,T;A,Pulisic,Milan,30,26,,,,180,36.0,6.33,7.5,,,,,,,,,,,,,7.53
4199,C,C;T,Loftus-Cheek,Milan,18,28,,,,51,29.0,6.12,6.69,,,,,,,,,,,,,6.71
6224,C,C,Reijnders,Milan,12,26,,,,30,36.0,6.12,6.38,,,,,,,,,,,,,6.43
4856,C,W;A,Chukwueze,Milan,10,25,,,,35,20.0,6.02,6.25,,,,,,,,,,,,,6.31
2818,C,M;C,Bennacer,Milan,7,27,,,,15,18.0,6.08,6.47,28.0,6.23,6.46,28.0,6.27,6.41,21.0,5.74,5.69,31.0,6.03,5.9,6.26
4686,C,M;C,Fofana Y.,Milan,7,25,,,,19,,,,,,,,,,,,,,,,6.16
5295,C,C;W,Musah,Milan,5,22,,,,10,25.0,5.92,5.86,,,,,,,,,,,,,6.07
6524,C,C;T,Zeroli,Milan,1,19,,,,1,,,,,,,,,,,,,,,,5.98
6678,C,W;T,Liberali,Milan,1,17,,,,1,,,,,,,,,,,,,,,,6.17
6891,C,M;C,Vos,Milan,1,19,,,,1,,,,,,,,,,,,,,,,6.0
313,A,Pc,Morata,Milan,26,32,,,,181,,,,,,,35.0,6.1,6.91,30.0,6.15,7.4,,,,7.0
4510,A,A,Leao,Milan,24,25,,,,200,33.0,6.39,7.41,34.0,6.47,7.9,34.0,6.63,7.84,29.0,6.02,6.78,27.0,6.07,6.78,7.45
2544,A,Pc,Abraham,Milan,12,27,,,,30,6.0,5.83,6.25,34.0,6.19,6.96,37.0,6.26,7.62,,,,,,,7.01
6227,A,A,Okafor,Milan,12,24,,,,21,24.0,6.21,7.02,,,,,,,,,,,,,6.79
2438,A,Pc,Jovic,Milan,9,27,,,,16,19.0,5.89,6.79,27.0,5.98,6.56,,,,,,,,,,6.64
6519,A,Pc,Camarda,Milan,1,16,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,6.37
4867,P,Por,Turati,Monza,8,23,,,,23,31.0,6.19,4.42,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.25,4.25,4.65
6682,P,Por,Pizzignacco,Monza,3,22,,,,15,,,,,,,,,,,,,,,,4.92
2178,P,Por,Cragno,Monza,1,30,,,,1,3.0,6.0,3.67,1.0,5.0,2.0,35.0,6.24,4.57,34.0,6.37,4.79,16.0,6.47,5.31,4.89
4530,D,Ds;E,Kyriakopoulos,Monza,7,28,,,,13,27.0,5.87,5.93,21.0,6.05,6.21,25.0,5.88,5.92,21.0,5.79,5.86,23.0,6.0,6.0,5.9
4904,D,Dc,Mari',Monza,7,31,,,,15,33.0,5.98,5.88,29.0,5.93,5.97,15.0,6.27,6.57,,,,,,,5.92
226,D,Dc,Izzo,Monza,6,32,,,,11,20.0,5.82,5.62,29.0,6.03,5.97,9.0,5.83,5.61,25.0,5.96,6.14,31.0,5.79,5.74,5.76
4958,D,Ds;Dc,Caldirola,Monza,5,33,,,,8,29.0,5.79,5.78,30.0,5.93,6.03,,,,22.0,5.75,5.91,,,,5.77
5838,D,Dd;Ds;E,Birindelli,Monza,5,25,,,,8,32.0,6.0,5.89,30.0,5.83,5.77,,,,,,,,,,5.89
729,D,Dd;E,Pereira P.,Monza,4,27,,,,8,19.0,5.76,5.74,0.0,0.0,0.0,,,,34.0,5.72,5.75,,,,5.8
4925,D,Ds;Dc,Carboni A.,Monza,4,23,,,,8,21.0,5.88,6.0,3.0,5.33,5.33,28.0,5.64,5.46,14.0,5.64,5.64,6.0,5.5,5.0,5.94
253,D,B;Dd;Ds,D'Ambrosio,Monza,3,36,,,,5,24.0,5.79,5.69,13.0,5.96,5.96,15.0,6.23,6.47,8.0,6.06,7.12,18.0,6.08,6.58,5.79
2741,C,M;C,Pessina,Monza,11,27,,,,36,37.0,6.07,6.46,35.0,6.14,6.57,24.0,5.9,6.06,26.0,6.23,6.46,34.0,6.04,6.56,6.38
4896,C,T;A,Maldini,Monza,9,23,,,,21,16.0,6.19,6.97,15.0,6.07,6.43,3.0,6.33,7.17,0.0,0.0,0.0,1.0,6.0,6.0,6.65
1978,C,C;T,Sensi,Monza,6,29,,,,16,1.0,6.5,6.5,27.0,6.02,6.26,14.0,5.93,6.11,16.0,6.0,5.91,12.0,6.29,7.04,6.56
2274,C,C;T,Valoti,Monza,6,31,,,,13,0.0,0.0,0.0,7.0,5.71,5.71,,,,,,,25.0,5.94,6.2,6.53
6592,C,W;T,Forson O.,Monza,6,20,,,,13,,,,,,,,,,,,,,,,6.28
801,C,M;C,Gagliardini,Monza,5,30,,,,9,32.0,5.88,5.92,13.0,5.62,5.46,15.0,6.1,6.57,22.0,6.05,6.5,24.0,5.94,6.33,5.94
5880,C,E;W,Ciurria,Monza,4,29,,,,8,22.0,5.86,5.86,35.0,6.19,6.81,,,,,,,,,,5.87
5992,C,M;C,Bondo,Monza,4,21,,,,5,25.0,5.84,5.78,2.0,5.75,5.5,,,,,,,,,,5.87
5879,C,T;A,Vignato S.,Monza,3,20,,,,5,8.0,6.0,6.25,2.0,6.25,6.75,,,,,,,,,,6.35
5516,C,M;C,Bianco,Monza,2,22,,,,2,,,,3.0,6.17,6.0,0.0,0.0,0.0,,,,,,,6.04
5471,A,Pc,Djuric,Monza,11,34,,,,31,36.0,6.08,6.67,24.0,5.98,6.06,32.0,6.05,6.55,,,,,,,6.52
1958,A,A,Caprari,Monza,9,31,,,,17,5.0,5.9,5.9,36.0,6.03,6.4,34.0,6.54,7.75,30.0,6.0,6.52,26.0,5.94,6.42,6.77
5882,A,A,Mota,Monza,9,26,,,,22,33.0,6.0,6.41,29.0,6.09,6.64,,,,,,,,,,6.49
383,A,Pc,Petagna,Monza,5,29,,,,13,15.0,5.8,6.0,31.0,6.05,6.56,13.0,6.04,6.77,16.0,6.16,7.09,36.0,5.93,6.72,6.89
572,P,Por,Meret,Napoli,15,27,,,,72,31.0,6.06,4.97,34.0,6.18,5.56,7.0,5.86,5.0,22.0,6.2,4.89,22.0,6.16,4.8,5.1
4360,P,Por,Caprile,Napoli,2,23,,,,4,23.0,6.26,5.22,,,,,,,,,,,,,5.0
2845,P,Por,Contini,Napoli,1,28,,,,1,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.85
2816,D,B;Dd;E,Di Lorenzo,Napoli,18,31,,,,72,36.0,6.07,6.21,37.0,6.26,6.58,33.0,6.2,6.36,36.0,5.97,6.15,33.0,5.88,6.17,6.26
2724,D,Dc,Buongiorno,Napoli,16,25,,,,57,29.0,6.31,6.5,34.0,6.12,6.15,18.0,5.86,5.81,12.0,5.67,5.5,0.0,0.0,0.0,6.55
1852,D,E,Spinazzola,Napoli,13,31,,,,41,23.0,6.09,6.3,26.0,6.04,6.25,2.0,6.25,6.0,25.0,6.2,6.52,22.0,6.25,6.43,6.29
4409,D,Dc,Rrahmani,Napoli,11,30,,,,26,30.0,5.93,6.15,28.0,6.14,6.36,33.0,6.27,6.56,14.0,6.14,6.29,36.0,5.94,5.9,6.14
5840,D,B;Ds;E,Olivera,Napoli,7,27,,,,18,22.0,5.82,5.89,24.0,6.02,6.27,,,,,,,,,,5.94
6638,D,Dc,Marin R.,Napoli,7,28,,,,18,,,,,,,,,,,,,,,,6.03
256,D,Ds;Dc,Juan Jesus,Napoli,4,33,,,,6,24.0,5.69,5.67,12.0,6.08,6.25,15.0,6.03,6.07,4.0,5.75,5.75,3.0,5.0,4.67,5.7
5481,D,E,Mazzocchi,Napoli,4,29,,,,12,25.0,5.68,5.64,27.0,6.17,6.46,32.0,5.84,5.83,,,,,,,5.78
142,D,E,Mario Rui,Napoli,3,33,,,,6,19.0,5.82,5.74,22.0,6.11,6.25,34.0,6.03,6.07,24.0,5.92,5.9,23.0,5.85,5.74,5.76
536,C,W,Politano,Napoli,23,31,,,,70,37.0,6.19,6.89,23.0,6.22,6.54,31.0,6.13,6.5,36.0,6.22,7.01,22.0,5.93,6.27,6.74
6831,C,W;A,Neres,Napoli,20,27,,,,77,,,,,,,,,,,,,,,,6.59
4777,C,M;C,McTominay,Napoli,16,27,,,,57,,,,,,,,,,,,,,,,6.38
4220,C,M;C,Zambo Anguissa,Napoli,10,29,,,,19,33.0,5.82,5.85,36.0,6.25,6.6,23.0,6.28,6.22,,,,,,,5.97
4287,C,M;C,Lobotka,Napoli,9,30,,,,16,38.0,5.93,5.91,38.0,6.26,6.34,21.0,6.29,6.38,5.0,6.0,5.8,13.0,6.12,6.12,5.98
5131,C,M;C,Gilmour,Napoli,7,23,,,,11,,,,,,,,,,,,,,,,6.11
6252,C,C;T,Folorunsho,Napoli,6,26,,,,15,33.0,6.0,6.41,,,,,,,,,,,,,6.35
5998,C,E;W,Zerbin,Napoli,2,25,,,,4,16.0,5.78,5.78,4.0,5.75,5.62,,,,,,,,,,5.84
4661,A,Pc,Osimhen,Napoli,34,26,,,,155,25.0,6.36,7.88,32.0,6.73,9.14,27.0,6.48,7.98,24.0,6.33,7.58,,,,7.48
2531,A,Pc,Lukaku,Napoli,33,31,,,,340,32.0,6.09,7.2,25.0,6.24,7.66,0.0,0.0,0.0,35.0,6.63,8.89,36.0,6.42,8.33,7.44
5839,A,A,Kvaratskhelia,Napoli,30,23,,,,260,34.0,6.25,7.25,34.0,6.62,7.96,,,,,,,,,,7.52
2061,A,Pc,Simeone,Napoli,12,29,,,,15,17.0,5.74,5.82,12.0,6.29,7.33,35.0,6.17,7.54,29.0,5.71,6.34,37.0,6.01,7.01,6.13
4371,A,A,Raspadori,Napoli,10,24,,,,22,33.0,5.98,6.44,23.0,5.89,6.22,36.0,6.07,6.89,20.0,6.28,7.15,7.0,6.21,7.07,6.5
6145,A,W;A,Ngonge,Napoli,9,24,,,,12,28.0,6.14,6.86,13.0,6.04,6.73,,,,,,,,,,6.54
6641,P,Por,Suzuki,Parma,7,22,,,,22,,,,,,,,,,,,,,,,4.94
6661,P,Por,Chichizola,Parma,1,34,,,,1,,,,,,,,,,,,,,,,5.04
6662,P,Por,Corvi,Parma,1,23,,,,1,,,,,,,,,,,,,,,,4.86
5862,D,Ds;E,Valeri,Parma,7,25,,,,11,15.0,5.6,5.57,37.0,6.08,6.31,,,,,,,,,,6.03
6663,D,Dc,Circati,Parma,6,21,,,,8,,,,,,,,,,,,,,,,5.93
6664,D,B;Dd;E,Delprato,Parma,6,24,,,,14,,,,,,,,,,,,,,,,6.01
5327,D,Dc,Osorio,Parma,4,30,,,,6,,,,,,,,,,22.0,5.61,5.57,,,,5.95
5307,D,Dc,Valenti,Parma,3,25,,,,5,,,,,,,,,,9.0,5.44,5.44,,,,5.92
5353,D,Dc,Balogh,Parma,3,22,,,,1,,,,,,,,,,3.0,5.83,5.67,,,,5.88
6665,D,Dd;Ds;E,Coulibaly W.,Parma,3,25,,,,14,,,,,,,,,,,,,,,,6.0
6887,D,Dc,Leoni,Parma,2,17,,,,3,,,,,,,,,,,,,,,,5.9
2203,D,Ds;E,Di Chiara,Parma,1,31,,,,1,,,,,,,,,,,,,,,,5.84
5393,C,W;A,Man,Parma,21,26,,,,107,,,,,,,,,,11.0,6.09,6.68,,,,6.69
6666,C,C;T,Bernabe',Parma,14,23,,,,45,,,,,,,,,,,,,,,,6.56
4423,C,C,Hernani,Parma,6,30,,,,11,,,,,,,14.0,5.64,5.64,31.0,5.89,6.48,32.0,5.98,5.95,6.53
5319,C,C,Sohm,Parma,6,23,,,,13,,,,,,,,,,17.0,5.65,5.79,,,,6.35
6898,C,M;C,Keita M.,Parma,6,22,,,,12,,,,,,,,,,,,,,,,6.1
5290,C,M;C,Estevez,Parma,4,29,,,,10,,,,,,,,,,27.0,5.87,5.85,,,,6.09
2357,C,M;C,Cyprien,Parma,3,29,,,,2,,,,,,,,,,10.0,5.7,5.6,,,,6.04
